Uke,År,Lokalitetsnummer,Lokalitetsnavn,Voksne hunnlus,Lus i bevegelige stadier,Fastsittende lus,Trolig uten fisk,Har telt lakselus,Kommunenummer,Kommune,Fylkesnummer,Fylke,Lat,Lon,Lusegrense uke,Over lusegrense uke,Sjøtemperatur,ProduksjonsområdeId,Produksjonsområde
33,2015,11230,Børøya Slaktemerd,,,,Ja,Nei,1866,HADSEL,18,Nordland,68.574135,14.957767,0.5,,,9,Vestfjorden og Vesterålen
33,2015,11754,Bøøy,,,,Ja,Nei,1260,RADØY,12,Hordaland,60.72798,4.863417,0.5,,,4,Nordhordaland til Stadt
33,2015,12007,Dale II,0.03,0.33,0,Nei,Ja,1142,RENNESØY,11,Rogaland,59.08215,5.71055,0.5,Nei,15.8,2,Ryfylke
33,2015,32497,Daljorda,0.04,0.13,0.09,Nei,Ja,1870,SORTLAND,18,Nordland,68.697,14.963383,0.5,Nei,12.6,9,Vestfjorden og Vesterålen
33,2015,32457,Dalsvåg Nv,,,,Ja,Nei,1149,KARMØY,11,Rogaland,59.410816,5.21725,0.5,,10.1,3,Karmøy til Sotra
33,2015,31137,Danielsnes,0.07,0.7,0.3,Nei,Ja,2014,LOPPA,20,Finnmark,70.19172,22.321016,0.5,Nei,11.1,12,Vest-Finnmark
33,2015,15455,Daumannsvika,,,,Ja,Nei,1840,SALTDAL,18,Nordland,67.17802,15.409383,0.5,,,8,Helgeland til Bodø
33,2015,10264,Digermulen,,,,Ja,Nei,1751,NÆRØY,17,Nord-Trøndelag,64.9774,11.728117,0.5,,,7,Nord-Trøndelag med Bindal
33,2015,11076,Digermulen,0,0.13,0.03,Nei,Ja,1836,RØDØY,18,Nordland,66.67648,13.316867,0.5,Nei,12.96,8,Helgeland til Bodø
33,2015,12659,Digerneset,,,,Ja,Nei,1751,NÆRØY,17,Nord-Trøndelag,64.78657,11.727917,0.5,,,7,Nord-Trøndelag med Bindal
33,2015,13229,Djupedalen,0,0,0,Nei,Ja,1241,FUSA,12,Hordaland,60.230865,5.6733,0.5,Nei,15.7,3,Karmøy til Sotra
33,2015,21336,Djupeleget,,,,Ja,Nei,1416,HØYANGER,14,Sogn og Fjordane,61.16942,5.807467,0.5,,,4,Nordhordaland til Stadt
33,2015,14799,Djupestallen,0.27,0.4,0,Nei,Ja,1223,TYSNES,12,Hordaland,60.058735,5.453,0.5,Nei,14,3,Karmøy til Sotra
33,2015,10110,Djupevik,,,,Ja,Nei,1141,FINNØY,11,Rogaland,59.1474,5.863783,0.5,,,2,Ryfylke
33,2015,10338,Djupevik,0.1,0.25,0,Nei,Ja,1238,KVAM,12,Hordaland,60.4075,6.356717,0.5,Nei,14.6,3,Karmøy til Sotra
33,2015,26595,Djupevika,,,,Ja,Nei,1223,TYSNES,12,Hordaland,60.035816,5.342217,0.5,,,3,Karmøy til Sotra
33,2015,20455,Djupevika,0.3,0.8,0,Nei,Ja,1224,KVINNHERAD,12,Hordaland,60.0406,6.010917,0.5,Nei,15,3,Karmøy til Sotra
33,2015,25135,Djupevika,,,,Ja,Nei,1004,FLEKKEFJORD,10,Vest-Agder,58.21965,6.652167,0.5,,,1,Svenskegrensen til Jæren
33,2015,11684,Djupevika I,,,,Ja,Nei,1411,GULEN,14,Sogn og Fjordane,60.96958,5.168283,0.5,,14,4,Nordhordaland til Stadt
33,2015,33117,Djupvik,,,,Ja,Nei,1870,SORTLAND,18,Nordland,68.60053,15.344867,0.5,,,9,Vestfjorden og Vesterålen
33,2015,30097,Djupvik,0.02,0.18,0.01,Nei,Ja,1836,RØDØY,18,Nordland,66.73305,13.331833,0.5,Nei,13.4,8,Helgeland til Bodø
33,2015,34018,Dolma Nord,,,,Ja,Nei,1751,NÆRØY,17,Nord-Trøndelag,65.02533,11.676017,0.5,,,7,Nord-Trøndelag med Bindal
33,2015,10505,Dragnes,0,0.03,0.06,Nei,Ja,1866,HADSEL,18,Nordland,68.58348,14.706217,0.5,Nei,12.1,9,Vestfjorden og Vesterålen
33,2015,32197,Dryna,0,0.19,0.06,Nei,Ja,1545,MIDSUND,15,Møre og Romsdal,62.6444,6.5568,0.5,Nei,14.5,5,Stadt til Hustadvika
33,2015,11644,Duesund,0.45,0.25,0.05,Nei,Ja,1266,MASFJORDEN,12,Hordaland,60.809,5.295667,0.5,Nei,13.2,4,Nordhordaland til Stadt
33,2015,35237,Durmålsvika,0,0,0,Nei,Ja,1931,LENVIK,19,Troms,69.4334,18.153482,0.5,Nei,11.5,10,Andøya til Senja
33,2015,13412,Dypeidet,,,,Ja,Nei,1868,ØKSNES,18,Nordland,68.82935,14.776017,0.5,,,9,Vestfjorden og Vesterålen
33,2015,11381,Dypingen,0,0.07,0,Nei,Ja,1915,BJARKØY FØR 2013,19,Troms,68.96087,16.530416,0.5,Nei,11.82,10,Andøya til Senja
33,2015,21415,Dyrholmen,,,,Ja,Nei,1141,FINNØY,11,Rogaland,59.285484,5.8583,0.5,,14.2,2,Ryfylke
33,2015,32157,Dyrholmen Vest,0,0,0,Nei,Ja,1222,FITJAR,12,Hordaland,59.928516,5.2307,0.5,Nei,12.6,3,Karmøy til Sotra
33,2015,32117,Dyrholmen Øst,,,,Ja,Nei,1222,FITJAR,12,Hordaland,59.9332,5.239467,0.5,,,3,Karmøy til Sotra
33,2015,12128,Dyrnes,0,0.07,0.13,Nei,Ja,1224,KVINNHERAD,12,Hordaland,59.71765,5.72205,0.5,Nei,14.3,3,Karmøy til Sotra
33,2015,12033,Dysvik,0,0.03,0,Nei,Ja,1238,KVAM,12,Hordaland,60.191017,5.967617,0.5,Nei,15,3,Karmøy til Sotra
33,2015,13711,Dyvika,0.1,0.03,0,Nei,Ja,1428,ASKVOLL,14,Sogn og Fjordane,61.478584,5.375967,0.5,Nei,13.89,4,Nordhordaland til Stadt
33,2015,10757,Dåvøya,,,,Ja,Nei,1936,KARLSØY,19,Troms,70.05627,19.34205,0.5,,,11,Kvaløya til Loppa
33,2015,12109,Ebne,0,0,0,Nei,Ja,1211,ETNE,12,Hordaland,59.71443,5.8238,0.5,Nei,14.3,3,Karmøy til Sotra
33,2015,12574,Edøya,,,,Ja,Nei,1750,VIKNA,17,Nord-Trøndelag,64.802666,10.9777,0.5,,,7,Nord-Trøndelag med Bindal
33,2015,14041,Edøya,0,3.43,0.72,Nei,Ja,1617,HITRA,16,Sør-Trøndelag,63.65835,8.694417,0.5,Nei,13.1,6,Nordmøre og Sør-Trøndelag
33,2015,30137,Edøya II,1.76,3.9,0.34,Nei,Ja,1617,HITRA,16,Sør-Trøndelag,63.65805,8.683667,0.5,Ja,13.1,6,Nordmøre og Sør-Trøndelag
33,2015,30597,Eggesbønes,,,,Ja,Nei,1515,HERØY I MØRE OG ROMSDAL,15,Møre og Romsdal,62.321518,5.655833,0.5,,,5,Stadt til Hustadvika
33,2015,19335,Eidemolla,,,,Ja,Nei,2022,LEBESBY,20,Finnmark,70.67173,27.13395,0.5,,,12,Vest-Finnmark
33,2015,15456,Eidesberget,,,,Ja,Nei,1416,HØYANGER,14,Sogn og Fjordane,61.105118,5.853883,0.5,,,4,Nordhordaland til Stadt
33,2015,10045,Eidholmen,,,,Ja,Nei,1244,AUSTEVOLL,12,Hordaland,60.08808,5.120633,0.5,,,3,Karmøy til Sotra
33,2015,34717,Eidisholman,,,,Ja,Nei,1860,VESTVÅGØY,18,Nordland,68.13462,13.867217,0.5,,,9,Vestfjorden og Vesterålen
33,2015,10819,Eidsnes,0.05,0.2,0.15,Nei,Ja,2012,ALTA,20,Finnmark,70.091,22.755167,0.5,Nei,9.5,12,Vest-Finnmark
33,2015,13870,Eikebærånæ,0,0.15,0.05,Nei,Ja,1263,LINDÅS,12,Hordaland,60.563435,5.353017,0.5,Nei,13.1,4,Nordhordaland til Stadt
33,2015,34817,Eime,,,,Ja,Nei,1144,KVITSØY,11,Rogaland,59.0872,5.510417,0.5,,,2,Ryfylke
33,2015,29537,Eldviktaren,0,0,0.03,Nei,Ja,1749,FLATANGER,17,Nord-Trøndelag,64.454636,10.630717,0.5,Nei,13.7,7,Nord-Trøndelag med Bindal
33,2015,30917,Elgen,,,,Ja,Nei,1901,HARSTAD FØR 2013,19,Troms,68.87695,16.287382,0.5,,,10,Andøya til Senja
