Uke,År,Lokalitetsnummer,Lokalitetsnavn,Tiltak,Type behandling,Virkestoff,ArtsId,Rensefisk,Antall,Omfang,Kommunenummer,Kommune,Fylkesnummer,Fylke,Lat,Lon,ProduksjonsområdeId,Produksjonsområde,Antall merder
33,2020,11351,Trollvika,medikamentell,fôrbehandling,Emamectin benzoat,,,,hele lokaliteten,5412,TJELDSUND,54,Troms og Finnmark,68.71725,17.022217,10,Andøya til Senja,
33,2020,11351,Trollvika,medikamentell,fôrbehandling,Emamectin benzoat,,,,hele lokaliteten,5412,TJELDSUND,54,Troms og Finnmark,68.71725,17.022217,10,Andøya til Senja,
33,2020,10029,Tuholmane Ø,ikke-medikamentell,,,,,,deler av lokaliteten,1149,KARMØY,11,Rogaland,59.371235,5.216333,3,Karmøy til Sotra,
33,2020,31557,Valøyan,ikke-medikamentell,,,,,,deler av lokaliteten,5014,FRØYA,50,Trøndelag,63.81735,8.462483,6,Nordmøre og Sør-Trøndelag,
33,2020,13837,Verpeide,ikke-medikamentell,,,,,,deler av lokaliteten,4602,KINN,46,Vestland,61.902218,5.209233,4,Nordhordaland til Stadt,
33,2020,13306,Ystevika,medikamentell,fôrbehandling,Emamectin benzoat,,,,hele lokaliteten,5412,TJELDSUND,54,Troms og Finnmark,68.69432,17.05325,10,Andøya til Senja,
33,2020,13306,Ystevika,medikamentell,fôrbehandling,Emamectin benzoat,,,,hele lokaliteten,5412,TJELDSUND,54,Troms og Finnmark,68.69432,17.05325,10,Andøya til Senja,
33,2020,13306,Ystevika,medikamentell,fôrbehandling,Emamectin benzoat,,,,hele lokaliteten,5412,TJELDSUND,54,Troms og Finnmark,68.69432,17.05325,10,Andøya til Senja,
32,2020,15196,Aga Ø,ikke-medikamentell,,,,,,hele lokaliteten,4613,BØMLO,46,Vestland,59.8451,5.261367,3,Karmøy til Sotra,
32,2020,10331,Åkre,ikke-medikamentell,,,,,,deler av lokaliteten,4617,KVINNHERAD,46,Vestland,60.11283,6.044717,3,Karmøy til Sotra,
32,2020,10298,Ålforo,ikke-medikamentell,,,,,,deler av lokaliteten,4615,FITJAR,46,Vestland,59.866417,5.2447,3,Karmøy til Sotra,
32,2020,24695,Årnes,ikke-medikamentell,,,,,,deler av lokaliteten,5007,NAMSOS,50,Trøndelag,64.5961,11.273417,7,Nord-Trøndelag med Bindal,
32,2020,12988,Aukrasanden,medikamentell,fôrbehandling,Emamectin benzoat,,,,hele lokaliteten,1547,AUKRA,15,Møre og Romsdal,62.783417,6.92605,5,Stadt til Hustadvika,
32,2020,12988,Aukrasanden,medikamentell,fôrbehandling,Emamectin benzoat,,,,hele lokaliteten,1547,AUKRA,15,Møre og Romsdal,62.783417,6.92605,5,Stadt til Hustadvika,
32,2020,26795,Austvika,ikke-medikamentell,,,,,,deler av lokaliteten,5049,FLATANGER,50,Trøndelag,64.41853,10.696033,7,Nord-Trøndelag med Bindal,
32,2020,11749,Bårøy,ikke-medikamentell,,,,,,deler av lokaliteten,4635,GULEN,46,Vestland,60.945866,4.845383,4,Nordhordaland til Stadt,
32,2020,31877,Barøya,ikke-medikamentell,,,,,,deler av lokaliteten,5007,NAMSOS,50,Trøndelag,64.62112,11.235517,7,Nord-Trøndelag med Bindal,
32,2020,34197,Brennholmen,ikke-medikamentell,,,,,,hele lokaliteten,1818,HERØY I NORDLAND,18,Nordland,65.978714,12.16355,8,Helgeland til Bodø,
32,2020,12466,Brettingen,medikamentell,fôrbehandling,Emamectin benzoat,,,,deler av lokaliteten,1573,SMØLA,15,Møre og Romsdal,63.3582,8.237267,6,Nordmøre og Sør-Trøndelag,
32,2020,11857,Buksevika,ikke-medikamentell,,,,,,hele lokaliteten,4207,FLEKKEFJORD,42,Agder,58.2074,6.63505,1,Svenskegrensen til Jæren,
32,2020,32457,Dalsvåg Nv,ikke-medikamentell,,,,,,deler av lokaliteten,1149,KARMØY,11,Rogaland,59.410816,5.21725,3,Karmøy til Sotra,
32,2020,13229,Djupedalen,ikke-medikamentell,,,,,,deler av lokaliteten,4624,BJØRNAFJORDEN,46,Vestland,60.230865,5.6733,3,Karmøy til Sotra,
32,2020,10110,Djupevik,ikke-medikamentell,,,,,,hele lokaliteten,1103,STAVANGER,11,Rogaland,59.1474,5.863783,2,Ryfylke,
32,2020,26595,Djupevika,ikke-medikamentell,,,,,,deler av lokaliteten,4616,TYSNES,46,Vestland,60.035816,5.342217,3,Karmøy til Sotra,
32,2020,29537,Eldviktaren,ikke-medikamentell,,,,,,deler av lokaliteten,5049,FLATANGER,50,Trøndelag,64.454636,10.630717,7,Nord-Trøndelag med Bindal,
32,2020,11363,Enkeltstein,ikke-medikamentell,,,,,,deler av lokaliteten,5413,IBESTAD,54,Troms og Finnmark,68.7276,16.910467,10,Andøya til Senja,
32,2020,32677,Espnestaren,ikke-medikamentell,,,,,,deler av lokaliteten,5014,FRØYA,50,Trøndelag,63.677883,8.667,6,Nordmøre og Sør-Trøndelag,
32,2020,25895,Flornes,ikke-medikamentell,,,,,,deler av lokaliteten,4616,TYSNES,46,Vestland,59.890984,5.665983,3,Karmøy til Sotra,
32,2020,33697,Forrahammaren,ikke-medikamentell,,,,,,deler av lokaliteten,5055,HEIM,50,Trøndelag,63.350433,9.23325,6,Nordmøre og Sør-Trøndelag,
32,2020,12078,Gangdal,ikke-medikamentell,,,,,,deler av lokaliteten,4618,ULLENSVANG,46,Vestland,60.2165,6.15785,3,Karmøy til Sotra,
32,2020,13036,Gjengane,medikamentell,badebehandling,Azamethiphos,,,,deler av lokaliteten,4625,AUSTEVOLL,46,Vestland,60.07192,5.305567,3,Karmøy til Sotra,
32,2020,13036,Gjengane,medikamentell,badebehandling,Deltamethrin,,,,deler av lokaliteten,4625,AUSTEVOLL,46,Vestland,60.07192,5.305567,3,Karmøy til Sotra,
32,2020,13036,Gjengane,ikke-medikamentell,,,,,,deler av lokaliteten,4625,AUSTEVOLL,46,Vestland,60.07192,5.305567,3,Karmøy til Sotra,
32,2020,32037,Grasholman,medikamentell,fôrbehandling,Emamectin benzoat,,,,deler av lokaliteten,1834,LURØY,18,Nordland,66.34873,12.779417,8,Helgeland til Bodø,
32,2020,38217,Hardbakkeneset,ikke-medikamentell,,,,,,deler av lokaliteten,4635,GULEN,46,Vestland,61.01673,4.950517,4,Nordhordaland til Stadt,
32,2020,26615,Haug,medikamentell,fôrbehandling,Emamectin benzoat,,,,hele lokaliteten,5411,KVÆFJORD,54,Troms og Finnmark,68.76693,16.06485,10,Andøya til Senja,
32,2020,36778,Havstein Sør,ikke-medikamentell,,,,,,deler av lokaliteten,1827,DØNNA,18,Nordland,66.16405,12.400767,8,Helgeland til Bodø,
32,2020,11783,Hella,ikke-medikamentell,,,,,,deler av lokaliteten,4645,ASKVOLL,46,Vestland,61.40663,5.080817,4,Nordhordaland til Stadt,
32,2020,39997,Helligvær Ø,medikamentell,fôrbehandling,Emamectin benzoat,,,,hele lokaliteten,1804,BODØ,18,Nordland,67.42153,14.031683,9,Vestfjorden og Vesterålen,
32,2020,22596,Hesbygrunnen,ikke-medikamentell,,,,,,deler av lokaliteten,1103,STAVANGER,11,Rogaland,59.1941,5.799133,2,Ryfylke,
32,2020,18015,Hestabyneset,ikke-medikamentell,,,,,,deler av lokaliteten,4616,TYSNES,46,Vestland,59.953632,5.4514,3,Karmøy til Sotra,
32,2020,33797,Hidlekjerringa,ikke-medikamentell,,,,,,deler av lokaliteten,1130,STRAND,11,Rogaland,59.067284,5.839383,2,Ryfylke,
32,2020,13643,Hjartholm,ikke-medikamentell,,,,,,deler av lokaliteten,4635,GULEN,46,Vestland,61.03512,5.33105,4,Nordhordaland til Stadt,
