Uke,År,Lokalitetsnummer,Lokalitetsnavn,Tiltak,Type behandling,Virkestoff,ArtsId,Rensefisk,Antall,Omfang,Kommunenummer,Kommune,Fylkesnummer,Fylke,Lat,Lon,ProduksjonsområdeId,Produksjonsområde,Antall merder
33,2021,12988,Aukrasanden,ikke-medikamentell,,,,,,deler av lokaliteten,1547,AUKRA,15,Møre og Romsdal,62.783417,6.92605,5,Stadt til Hustadvika,
33,2021,11930,Bjelkavik,ikke-medikamentell,,,,,,deler av lokaliteten,1134,SULDAL,11,Rogaland,59.45165,5.991917,2,Ryfylke,
33,2021,12625,Bjørgan,ikke-medikamentell,,,,,,deler av lokaliteten,5049,FLATANGER,50,Trøndelag,64.59268,10.908333,7,Nord-Trøndelag med Bindal,
33,2021,10212,Bogen,ikke-medikamentell,,,,,,deler av lokaliteten,1505,KRISTIANSUND,15,Møre og Romsdal,63.076782,7.9046,6,Nordmøre og Sør-Trøndelag,
33,2021,32897,Breivika S,ikke-medikamentell,,,,,,hele lokaliteten,1827,DØNNA,18,Nordland,66.1581,12.682017,8,Helgeland til Bodø,
33,2021,13765,Breiviken,ikke-medikamentell,,,,,,hele lokaliteten,1834,LURØY,18,Nordland,66.46165,12.958033,8,Helgeland til Bodø,
33,2021,10223,Bremnessvaet,ikke-medikamentell,,,,,,deler av lokaliteten,1573,SMØLA,15,Møre og Romsdal,63.39795,8.214317,6,Nordmøre og Sør-Trøndelag,
33,2021,12466,Brettingen,ikke-medikamentell,,,,,,deler av lokaliteten,1573,SMØLA,15,Møre og Romsdal,63.3582,8.237267,6,Nordmøre og Sør-Trøndelag,
33,2021,11087,Bukkøya Ø,medikamentell,fôrbehandling,Emamectin benzoat,,,,hele lokaliteten,1836,RØDØY,18,Nordland,66.64097,12.994583,8,Helgeland til Bodø,
33,2021,30097,Djupvik,ikke-medikamentell,,,,,,deler av lokaliteten,1836,RØDØY,18,Nordland,66.73299,13.33115,8,Helgeland til Bodø,
33,2021,32197,Dryna,ikke-medikamentell,,,,,,deler av lokaliteten,1506,MOLDE,15,Møre og Romsdal,62.6444,6.5568,5,Stadt til Hustadvika,
33,2021,35877,Eiterfjorden,ikke-medikamentell,,,,,,deler av lokaliteten,5060,NÆRØYSUND,50,Trøndelag,64.971634,11.723933,7,Nord-Trøndelag med Bindal,
33,2021,33077,Elveneset,ikke-medikamentell,,,,,,deler av lokaliteten,4637,HYLLESTAD,46,Vestland,61.206,5.131733,4,Nordhordaland til Stadt,
33,2021,26775,Fjølværet Ø,medikamentell,fôrbehandling,Emamectin benzoat,,,,hele lokaliteten,5014,FRØYA,50,Trøndelag,63.819233,8.636133,6,Nordmøre og Sør-Trøndelag,
33,2021,39957,Flatøyan,medikamentell,fôrbehandling,Emamectin benzoat,,,,hele lokaliteten,5014,FRØYA,50,Trøndelag,63.873585,8.4714,6,Nordmøre og Sør-Trøndelag,
33,2021,29876,Flotaren,medikamentell,badebehandling,Annet virkestoff,,,,deler av lokaliteten,5049,FLATANGER,50,Trøndelag,64.52398,10.761667,7,Nord-Trøndelag med Bindal,
33,2021,19115,Fugløya,medikamentell,badebehandling,Annet virkestoff,,,,deler av lokaliteten,5056,HITRA,50,Trøndelag,63.475784,9.1098,6,Nordmøre og Sør-Trøndelag,
33,2021,10747,Futnes,ikke-medikamentell,,,,,,deler av lokaliteten,5423,KARLSØY,54,Troms og Finnmark,69.95135,19.587732,11,Kvaløya til Loppa,
33,2021,13021,Gaustad,ikke-medikamentell,,,,,,deler av lokaliteten,1579,HUSTADVIKA,15,Møre og Romsdal,62.9839,7.329667,6,Nordmøre og Sør-Trøndelag,
33,2021,11530,Gissøysundet S,ikke-medikamentell,,,,,,deler av lokaliteten,4613,BØMLO,46,Vestland,59.623585,5.160067,3,Karmøy til Sotra,
33,2021,18717,Hammarvika,ikke-medikamentell,,,,,,hele lokaliteten,1838,GILDESKÅL,18,Nordland,67.132286,14.313183,8,Helgeland til Bodø,
33,2021,11643,Hatlem Ø,ikke-medikamentell,,,,,,hele lokaliteten,4637,HYLLESTAD,46,Vestland,61.200916,5.262117,4,Nordhordaland til Stadt,
33,2021,30257,Hausan,medikamentell,badebehandling,Annet virkestoff,,,,deler av lokaliteten,5055,HEIM,50,Trøndelag,63.458317,8.955683,6,Nordmøre og Sør-Trøndelag,
33,2021,11920,Herøy,ikke-medikamentell,,,,,,deler av lokaliteten,1160,VINDAFJORD,11,Rogaland,59.46635,6.0258,2,Ryfylke,
33,2021,15655,Hjartøy N,ikke-medikamentell,,,,,,hele lokaliteten,1828,NESNA,18,Nordland,66.23579,12.709967,8,Helgeland til Bodø,
33,2021,12871,Hogsnes,ikke-medikamentell,,,,,,deler av lokaliteten,1554,AVERØY,15,Møre og Romsdal,63.093033,7.675883,6,Nordmøre og Sør-Trøndelag,
33,2021,30377,Hogsneset N,ikke-medikamentell,,,,,,deler av lokaliteten,1554,AVERØY,15,Møre og Romsdal,63.099934,7.670267,6,Nordmøre og Sør-Trøndelag,
33,2021,10240,Ilsøya Ø,ikke-medikamentell,,,,,,hele lokaliteten,5056,HITRA,50,Trøndelag,63.651974,8.88687,6,Nordmøre og Sør-Trøndelag,
33,2021,10876,Istervika,ikke-medikamentell,,,,,,hele lokaliteten,1813,BRØNNØY,18,Nordland,65.446884,12.56175,8,Helgeland til Bodø,
33,2021,30036,Jørstadskjera,medikamentell,badebehandling,Annet virkestoff,,,,deler av lokaliteten,1103,STAVANGER,11,Rogaland,59.2955,5.938617,2,Ryfylke,
33,2021,30036,Jørstadskjera,ikke-medikamentell,,,,,,deler av lokaliteten,1103,STAVANGER,11,Rogaland,59.2955,5.938617,2,Ryfylke,
33,2021,12872,Kattholmen,ikke-medikamentell,,,,,,deler av lokaliteten,1505,KRISTIANSUND,15,Møre og Romsdal,63.055332,7.695317,6,Nordmøre og Sør-Trøndelag,
33,2021,11913,Kjeahola,ikke-medikamentell,,,,,,deler av lokaliteten,1103,STAVANGER,11,Rogaland,59.2933,6.0729,2,Ryfylke,
33,2021,23755,Kjeiprød,ikke-medikamentell,,,,,,hele lokaliteten,5415,LOABÁK - LAVANGEN,54,Troms og Finnmark,68.785286,17.64295,10,Andøya til Senja,
33,2021,40377,Klampvika N,ikke-medikamentell,,,,,,deler av lokaliteten,1811,BINDAL,18,Nordland,65.21104,12.250167,7,Nord-Trøndelag med Bindal,
33,2021,12855,Kornstad,ikke-medikamentell,,,,,,deler av lokaliteten,1554,AVERØY,15,Møre og Romsdal,62.960384,7.45015,6,Nordmøre og Sør-Trøndelag,
33,2021,32097,Korsneset 2,ikke-medikamentell,,,,,,deler av lokaliteten,5055,HEIM,50,Trøndelag,63.14123,8.21375,6,Nordmøre og Sør-Trøndelag,
33,2021,45002,Korsvika,ikke-medikamentell,,,,,,deler av lokaliteten,1834,LURØY,18,Nordland,66.57847,12.691067,8,Helgeland til Bodø,
33,2021,14040,Krigsholmen,ikke-medikamentell,,,,,,deler av lokaliteten,4625,AUSTEVOLL,46,Vestland,60.081383,5.124117,3,Karmøy til Sotra,
33,2021,19356,Kvalrosskjæret,ikke-medikamentell,,,,,,hele lokaliteten,5049,FLATANGER,50,Trøndelag,64.5387,10.877383,7,Nord-Trøndelag med Bindal,
33,2021,11074,Kvalvika,ikke-medikamentell,,,,,,hele lokaliteten,1836,RØDØY,18,Nordland,66.66908,13.391633,8,Helgeland til Bodø,
33,2021,36457,Kvingra,ikke-medikamentell,,,,,,hele lokaliteten,5052,LEKA,50,Trøndelag,65.20317,11.569,7,Nord-Trøndelag med Bindal,
