Uke,År,Lokalitetsnummer,Lokalitetsnavn,Voksne hunnlus,Lus i bevegelige stadier,Fastsittende lus,Trolig uten fisk,Har telt lakselus,Kommunenummer,Kommune,Fylkesnummer,Fylke,Lat,Lon,Lusegrense uke,Over lusegrense uke,Sjøtemperatur,ProduksjonsområdeId,Produksjonsområde
33,2020,15196,Aga Ø,0.24,2.19,0.52,Nei,Ja,4613,BØMLO,46,Vestland,59.8451,5.261367,0.5,Nei,14.79,3,Karmøy til Sotra
33,2020,12067,Aldalen,0.4,0.8,0.22,Nei,Ja,4624,BJØRNAFJORDEN,46,Vestland,60.24995,5.571917,0.5,Nei,15.06,3,Karmøy til Sotra
33,2020,12982,Aldeøyna,,,,Ja,Nei,4645,ASKVOLL,46,Vestland,61.31055,4.767783,0.5,,,4,Nordhordaland til Stadt
33,2020,11756,Allersholmen,,,,Ja,Nei,4632,AUSTRHEIM,46,Vestland,60.77465,4.8536,0.5,,,4,Nordhordaland til Stadt
33,2020,13271,Almurden,0.14,0.18,0.19,Nei,Ja,5049,FLATANGER,50,Trøndelag,64.43353,10.678883,0.5,Nei,12.5,7,Nord-Trøndelag med Bindal
33,2020,11416,Alsvåg,,,,Ja,Nei,1868,ØKSNES,18,Nordland,68.9027,15.28675,0.5,,,9,Vestfjorden og Vesterålen
33,2020,12086,Alsåkervik,0.17,0.4,0.03,Nei,Ja,4617,KVINNHERAD,46,Vestland,59.759518,6.072883,0.5,Nei,16,3,Karmøy til Sotra
33,2020,13227,Altaneset,,,,Ja,Nei,4624,BJØRNAFJORDEN,46,Vestland,60.247116,5.63475,0.5,,,3,Karmøy til Sotra
33,2020,11179,Alterosen,,,,Ja,Nei,1865,VÅGAN,18,Nordland,68.20737,14.446867,0.5,,,9,Vestfjorden og Vesterålen
33,2020,11513,Andal,,,,Ja,Nei,4613,BØMLO,46,Vestland,59.636482,5.247117,0.5,,,3,Karmøy til Sotra
33,2020,38037,Andalsvågen I,0,0,0,Nei,Ja,1816,VEVELSTAD,18,Nordland,65.5826,12.4032,0.5,Nei,12.86,8,Helgeland til Bodø
33,2020,32277,Andholmen 1,,,,Ja,Nei,1573,SMØLA,15,Møre og Romsdal,63.469784,7.8556,0.5,,,6,Nordmøre og Sør-Trøndelag
33,2020,32297,Andholmen 2,,,,Ja,Nei,1573,SMØLA,15,Møre og Romsdal,63.46745,7.847167,0.5,,,6,Nordmøre og Sør-Trøndelag
33,2020,30156,Anevik,,,,Ja,Nei,1848,STEIGEN,18,Nordland,68.00592,15.264333,0.5,,,9,Vestfjorden og Vesterålen
33,2020,13563,Angelskår,0.07,0.08,0.01,Nei,Ja,4630,OSTERØY,46,Vestland,60.523335,5.352617,0.5,Nei,14.3,4,Nordhordaland til Stadt
33,2020,13518,Angstauren,0.07,0.16,0.02,Nei,Ja,5401,TROMSØ,54,Troms og Finnmark,69.695335,18.170267,0.5,Nei,12.9,11,Kvaløya til Loppa
