Uke,År,Lokalitetsnummer,Lokalitetsnavn,Voksne hunnlus,Lus i bevegelige stadier,Fastsittende lus,Trolig uten fisk,Har telt lakselus,Kommunenummer,Kommune,Fylkesnummer,Fylke,Lat,Lon,Lusegrense uke,Over lusegrense uke,Sjøtemperatur,ProduksjonsområdeId,Produksjonsområde
33,2019,15196,Aga Ø,0,0.32,0.04,Nei,Ja,1219,BØMLO,12,Hordaland,59.8451,5.261367,0.5,Nei,16.71,3,Karmøy til Sotra
33,2019,12067,Aldalen,0.05,0.15,0,Nei,Ja,1243,OS I HORDALAND,12,Hordaland,60.24995,5.571917,0.5,Nei,19.1,3,Karmøy til Sotra
33,2019,12982,Aldeøyna,0.3,0.7,0.05,Nei,Ja,1428,ASKVOLL,14,Sogn og Fjordane,61.31025,4.76905,0.5,Nei,16.7,4,Nordhordaland til Stadt
33,2019,11756,Allersholmen,0.13,1.53,0.03,Nei,Ja,1264,AUSTRHEIM,12,Hordaland,60.77465,4.8536,0.5,Nei,16.4,4,Nordhordaland til Stadt
33,2019,13271,Almurden,,,,Ja,Nei,5049,FLATANGER,50,Trøndelag,64.433235,10.68095,0.5,,,7,Nord-Trøndelag med Bindal
33,2019,11416,Alsvåg,,,,Ja,Nei,1868,ØKSNES,18,Nordland,68.9027,15.28675,0.5,,,9,Vestfjorden og Vesterålen
33,2019,12086,Alsåkervik,,,,Ja,Nei,1224,KVINNHERAD,12,Hordaland,59.7601,6.074183,0.5,,,3,Karmøy til Sotra
33,2019,13227,Altaneset,0.1,0.21,0.23,Nei,Ja,1241,FUSA,12,Hordaland,60.247116,5.63475,0.5,Nei,18.33,3,Karmøy til Sotra
33,2019,11179,Alterosen,,,,Ja,Nei,1865,VÅGAN,18,Nordland,68.20737,14.446867,0.5,,,9,Vestfjorden og Vesterålen
33,2019,11513,Andal,0,0.06,0,Nei,Ja,1219,BØMLO,12,Hordaland,59.636482,5.247117,0.5,Nei,18,3,Karmøy til Sotra
33,2019,38037,Andalsvågen I,0,0,0,Nei,Ja,1816,VEVELSTAD,18,Nordland,65.5826,12.4032,0.5,Nei,10.8,8,Helgeland til Bodø
33,2019,32277,Andholmen 1,0.04,1.23,0.11,Nei,Ja,1573,SMØLA,15,Møre og Romsdal,63.469784,7.8556,0.5,Nei,13.7,6,Nordmøre og Sør-Trøndelag
33,2019,32297,Andholmen 2,0.15,1.15,0.22,Nei,Ja,1573,SMØLA,15,Møre og Romsdal,63.46745,7.847167,0.5,Nei,13.7,6,Nordmøre og Sør-Trøndelag
33,2019,33257,Andreggrunnen,,,,Ja,Nei,1141,FINNØY,11,Rogaland,59.238884,5.740617,0.5,,,2,Ryfylke
33,2019,30156,Anevik,0.04,0.11,0.06,Nei,Ja,1848,STEIGEN,18,Nordland,68.00592,15.264333,0.5,Nei,13.8,9,Vestfjorden og Vesterålen
33,2019,13563,Angelskår,,,,Nei,Nei,1253,OSTERØY,12,Hordaland,60.524418,5.3568,0.5,,,4,Nordhordaland til Stadt
33,2019,13518,Angstauren,,,,Ja,Nei,1902,TROMSØ,19,Troms,69.695335,18.170267,0.5,,,11,Kvaløya til Loppa
33,2019,29816,Apalvikneset,0.47,1.3,0.13,Nei,Ja,1227,JONDAL,12,Hordaland,60.146217,6.121133,0.5,Nei,17.76,3,Karmøy til Sotra
33,2019,12085,Aplavika,0.12,0.21,0.02,Nei,Ja,1238,KVAM,12,Hordaland,60.258583,6.055517,0.5,Nei,18.8,3,Karmøy til Sotra
33,2019,20496,Atlatveit,,,,Ja,Nei,1141,FINNØY,11,Rogaland,59.227734,5.984233,0.5,,,2,Ryfylke
33,2019,14016,Auenes,,,,Nei,Nei,0926,LILLESAND,09,Aust-Agder,58.140266,8.2553,0.5,,15.5,1,Svenskegrensen til Jæren
33,2019,13254,Aukan,1.16,1.06,0.03,Nei,Ja,1554,AVERØY,15,Møre og Romsdal,63.0603,7.594283,0.5,Ja,11.6,6,Nordmøre og Sør-Trøndelag
33,2019,12988,Aukrasanden,,,,Ja,Nei,1547,AUKRA,15,Møre og Romsdal,62.783417,6.92605,0.5,,,5,Stadt til Hustadvika
33,2019,12357,Aursøysva,0.46,1.18,0.7,Nei,Ja,5014,FRØYA,50,Trøndelag,63.801968,8.910767,0.5,Nei,12.5,6,Nordmøre og Sør-Trøndelag
33,2019,10275,Auskarnes Ø,0,0,0,Nei,Ja,2014,LOPPA,20,Finnmark,70.14145,22.3542,0.5,Nei,8,12,Vest-Finnmark
33,2019,11800,Austneståa,,,,Ja,Nei,1401,FLORA,14,Sogn og Fjordane,61.490818,5.171167,0.5,,,4,Nordhordaland til Stadt
33,2019,26795,Austvika,0,0,0,Nei,Ja,5049,FLATANGER,50,Trøndelag,64.41853,10.696033,0.5,Nei,13.07,7,Nord-Trøndelag med Bindal
33,2019,13572,Badstuvika,,,,Ja,Nei,5013,HITRA,50,Trøndelag,63.53398,9.1469,0.5,,,6,Nordmøre og Sør-Trøndelag
33,2019,13341,Bakjestranda,,,,Ja,Nei,1438,BREMANGER,14,Sogn og Fjordane,61.82025,4.940267,0.5,,,4,Nordhordaland til Stadt
33,2019,19395,Bakka,,,,Ja,Nei,1238,KVAM,12,Hordaland,60.23498,6.006217,0.5,,,3,Karmøy til Sotra
