Municipality,Occupation,Municipality_code,Municipality_name,Year,Nurse_man_years,County_code
1566 Surnadal,Nurses,1566,Surnadal,2018,33.0,15
1566 Surnadal,Nursing professionals,1566,Surnadal,2018,9.0,15
1573 Smøla,Nurses,1573,Smøla,2018,15.0,15
1573 Smøla,Nursing professionals,1573,Smøla,2018,2.0,15
1576 Aure,Nurses,1576,Aure,2018,25.0,15
1576 Aure,Nursing professionals,1576,Aure,2018,4.0,15
1577 Volda,Nurses,1577,Volda,2018,,15
1577 Volda,Nursing professionals,1577,Volda,2018,,15
1578 Fjord,Nurses,1578,Fjord,2018,,15
1578 Fjord,Nursing professionals,1578,Fjord,2018,,15
1579 Hustadvika,Nurses,1579,Hustadvika,2018,,15
1579 Hustadvika,Nursing professionals,1579,Hustadvika,2018,,15
1580 Haram,Nurses,1580,Haram,2018,,15
1580 Haram,Nursing professionals,1580,Haram,2018,,15
5001 Trondheim - Tråante,Nurses,5001,Trondheim - Tråante,2018,681.0,50
5001 Trondheim - Tråante,Nursing professionals,5001,Trondheim - Tråante,2018,31.0,50
5006 Steinkjer - Stïentje,Nurses,5006,Steinkjer - Stïentje,2018,,50
5006 Steinkjer - Stïentje,Nursing professionals,5006,Steinkjer - Stïentje,2018,,50
5007 Namsos - Nåavmesjenjaelmie,Nurses,5007,Namsos - Nåavmesjenjaelmie,2018,,50
5007 Namsos - Nåavmesjenjaelmie,Nursing professionals,5007,Namsos - Nåavmesjenjaelmie,2018,,50
5014 Frøya,Nurses,5014,Frøya,2018,14.0,50
5014 Frøya,Nursing professionals,5014,Frøya,2018,5.0,50
5020 Osen,Nurses,5020,Osen,2018,7.0,50
5020 Osen,Nursing professionals,5020,Osen,2018,1.0,50
5021 Oppdal,Nurses,5021,Oppdal,2018,44.0,50
5021 Oppdal,Nursing professionals,5021,Oppdal,2018,5.0,50
5022 Rennebu,Nurses,5022,Rennebu,2018,12.0,50
5022 Rennebu,Nursing professionals,5022,Rennebu,2018,3.0,50
5025 Røros - Rosse,Nurses,5025,Røros - Rosse,2018,20.0,50
5025 Røros - Rosse,Nursing professionals,5025,Røros - Rosse,2018,7.0,50
5026 Holtålen,Nurses,5026,Holtålen,2018,15.0,50
5026 Holtålen,Nursing professionals,5026,Holtålen,2018,3.0,50
5027 Midtre Gauldal,Nurses,5027,Midtre Gauldal,2018,38.0,50
5027 Midtre Gauldal,Nursing professionals,5027,Midtre Gauldal,2018,5.0,50
5028 Melhus,Nurses,5028,Melhus,2018,57.0,50
5028 Melhus,Nursing professionals,5028,Melhus,2018,12.0,50
5029 Skaun,Nurses,5029,Skaun,2018,21.0,50
5029 Skaun,Nursing professionals,5029,Skaun,2018,7.0,50
5031 Malvik,Nurses,5031,Malvik,2018,48.0,50
5031 Malvik,Nursing professionals,5031,Malvik,2018,3.0,50
5032 Selbu,Nurses,5032,Selbu,2018,21.0,50
5032 Selbu,Nursing professionals,5032,Selbu,2018,5.0,50
5033 Tydal,Nurses,5033,Tydal,2018,5.0,50
5033 Tydal,Nursing professionals,5033,Tydal,2018,1.0,50
5034 Meråker,Nurses,5034,Meråker,2018,19.0,50
5034 Meråker,Nursing professionals,5034,Meråker,2018,2.0,50
5035 Stjørdal,Nurses,5035,Stjørdal,2018,98.0,50
5035 Stjørdal,Nursing professionals,5035,Stjørdal,2018,22.0,50
5036 Frosta,Nurses,5036,Frosta,2018,12.0,50
5036 Frosta,Nursing professionals,5036,Frosta,2018,6.0,50
5037 Levanger,Nurses,5037,Levanger,2018,114.0,50
5037 Levanger,Nursing professionals,5037,Levanger,2018,10.0,50
5038 Verdal,Nurses,5038,Verdal,2018,61.0,50
5038 Verdal,Nursing professionals,5038,Verdal,2018,24.0,50
5041 Snåase - Snåsa,Nurses,5041,Snåase - Snåsa,2018,10.0,50
5041 Snåase - Snåsa,Nursing professionals,5041,Snåase - Snåsa,2018,2.0,50
5042 Lierne,Nurses,5042,Lierne,2018,14.0,50
5042 Lierne,Nursing professionals,5042,Lierne,2018,2.0,50
5043 Raarvihke - Røyrvik,Nurses,5043,Raarvihke - Røyrvik,2018,4.0,50
5043 Raarvihke - Røyrvik,Nursing professionals,5043,Raarvihke - Røyrvik,2018,1.0,50
5044 Namsskogan,Nurses,5044,Namsskogan,2018,10.0,50
5044 Namsskogan,Nursing professionals,5044,Namsskogan,2018,0.0,50
5045 Grong,Nurses,5045,Grong,2018,26.0,50
5045 Grong,Nursing professionals,5045,Grong,2018,4.0,50
5046 Høylandet,Nurses,5046,Høylandet,2018,13.0,50
5046 Høylandet,Nursing professionals,5046,Høylandet,2018,4.0,50
5047 Overhalla,Nurses,5047,Overhalla,2018,26.0,50
5047 Overhalla,Nursing professionals,5047,Overhalla,2018,14.0,50
5049 Flatanger,Nurses,5049,Flatanger,2018,8.0,50
5049 Flatanger,Nursing professionals,5049,Flatanger,2018,3.0,50
5052 Leka,Nurses,5052,Leka,2018,6.0,50
5052 Leka,Nursing professionals,5052,Leka,2018,1.0,50
5053 Inderøy,Nurses,5053,Inderøy,2018,31.0,50
5053 Inderøy,Nursing professionals,5053,Inderøy,2018,3.0,50
5054 Indre Fosen,Nurses,5054,Indre Fosen,2018,48.0,50
5054 Indre Fosen,Nursing professionals,5054,Indre Fosen,2018,5.0,50
5055 Heim,Nurses,5055,Heim,2018,,50
5055 Heim,Nursing professionals,5055,Heim,2018,,50
5056 Hitra,Nurses,5056,Hitra,2018,,50
5056 Hitra,Nursing professionals,5056,Hitra,2018,,50
5057 Ørland,Nurses,5057,Ørland,2018,,50
5057 Ørland,Nursing professionals,5057,Ørland,2018,,50
5058 Åfjord,Nurses,5058,Åfjord,2018,,50
5058 Åfjord,Nursing professionals,5058,Åfjord,2018,,50
5059 Orkland,Nurses,5059,Orkland,2018,,50
5059 Orkland,Nursing professionals,5059,Orkland,2018,,50
5060 Nærøysund,Nurses,5060,Nærøysund,2018,,50
5060 Nærøysund,Nursing professionals,5060,Nærøysund,2018,,50
5061 Rindal,Nurses,5061,Rindal,2018,,50
5061 Rindal,Nursing professionals,5061,Rindal,2018,,50
1505 Kristiansund,Nurses,1505,Kristiansund,2019,109.0,15
1505 Kristiansund,Nursing professionals,1505,Kristiansund,2019,17.0,15
1506 Molde,Nurses,1506,Molde,2019,,15
1506 Molde,Nursing professionals,1506,Molde,2019,,15
1508 Ålesund,Nurses,1508,Ålesund,2019,,15
1508 Ålesund,Nursing professionals,1508,Ålesund,2019,,15
1511 Vanylven,Nurses,1511,Vanylven,2019,17.0,15
1511 Vanylven,Nursing professionals,1511,Vanylven,2019,2.0,15
1514 Sande,Nurses,1514,Sande,2019,16.0,15
1514 Sande,Nursing professionals,1514,Sande,2019,6.0,15
1515 Herøy (Møre og Romsdal),Nurses,1515,Herøy (Møre og Romsdal),2019,44.0,15
1515 Herøy (Møre og Romsdal),Nursing professionals,1515,Herøy (Møre og Romsdal),2019,,15
1516 Ulstein,Nurses,1516,Ulstein,2019,35.0,15
1516 Ulstein,Nursing professionals,1516,Ulstein,2019,4.0,15
1517 Hareid,Nurses,1517,Hareid,2019,28.0,15
1517 Hareid,Nursing professionals,1517,Hareid,2019,1.0,15
1520 Ørsta,Nurses,1520,Ørsta,2019,76.0,15
1520 Ørsta,Nursing professionals,1520,Ørsta,2019,6.0,15
1525 Stranda,Nurses,1525,Stranda,2019,26.0,15
1525 Stranda,Nursing professionals,1525,Stranda,2019,1.0,15
1528 Sykkylven,Nurses,1528,Sykkylven,2019,51.0,15
1528 Sykkylven,Nursing professionals,1528,Sykkylven,2019,11.0,15
1531 Sula,Nurses,1531,Sula,2019,53.0,15
1531 Sula,Nursing professionals,1531,Sula,2019,8.0,15
1532 Giske,Nurses,1532,Giske,2019,39.0,15
1532 Giske,Nursing professionals,1532,Giske,2019,8.0,15
1535 Vestnes,Nurses,1535,Vestnes,2019,44.0,15
1535 Vestnes,Nursing professionals,1535,Vestnes,2019,7.0,15
1539 Rauma,Nurses,1539,Rauma,2019,50.0,15
1539 Rauma,Nursing professionals,1539,Rauma,2019,7.0,15
1547 Aukra,Nurses,1547,Aukra,2019,16.0,15
1547 Aukra,Nursing professionals,1547,Aukra,2019,6.0,15
1554 Averøy,Nurses,1554,Averøy,2019,25.0,15
1554 Averøy,Nursing professionals,1554,Averøy,2019,4.0,15
1557 Gjemnes,Nurses,1557,Gjemnes,2019,16.0,15
1557 Gjemnes,Nursing professionals,1557,Gjemnes,2019,4.0,15
1560 Tingvoll,Nurses,1560,Tingvoll,2019,13.0,15
1560 Tingvoll,Nursing professionals,1560,Tingvoll,2019,6.0,15
1563 Sunndal,Nurses,1563,Sunndal,2019,54.0,15
1563 Sunndal,Nursing professionals,1563,Sunndal,2019,11.0,15
1566 Surnadal,Nurses,1566,Surnadal,2019,38.0,15
1566 Surnadal,Nursing professionals,1566,Surnadal,2019,8.0,15
1573 Smøla,Nurses,1573,Smøla,2019,14.0,15
1573 Smøla,Nursing professionals,1573,Smøla,2019,2.0,15
1576 Aure,Nurses,1576,Aure,2019,22.0,15
1576 Aure,Nursing professionals,1576,Aure,2019,5.0,15
1577 Volda,Nurses,1577,Volda,2019,,15
1577 Volda,Nursing professionals,1577,Volda,2019,,15
1578 Fjord,Nurses,1578,Fjord,2019,,15
1578 Fjord,Nursing professionals,1578,Fjord,2019,,15
1579 Hustadvika,Nurses,1579,Hustadvika,2019,,15
1579 Hustadvika,Nursing professionals,1579,Hustadvika,2019,,15
1580 Haram,Nurses,1580,Haram,2019,,15
1580 Haram,Nursing professionals,1580,Haram,2019,,15
5001 Trondheim - Tråante,Nurses,5001,Trondheim - Tråante,2019,711.0,50
5001 Trondheim - Tråante,Nursing professionals,5001,Trondheim - Tråante,2019,27.0,50
5006 Steinkjer - Stïentje,Nurses,5006,Steinkjer - Stïentje,2019,,50
5006 Steinkjer - Stïentje,Nursing professionals,5006,Steinkjer - Stïentje,2019,,50
5007 Namsos - Nåavmesjenjaelmie,Nurses,5007,Namsos - Nåavmesjenjaelmie,2019,,50
5007 Namsos - Nåavmesjenjaelmie,Nursing professionals,5007,Namsos - Nåavmesjenjaelmie,2019,,50
5014 Frøya,Nurses,5014,Frøya,2019,17.0,50
5014 Frøya,Nursing professionals,5014,Frøya,2019,4.0,50
5020 Osen,Nurses,5020,Osen,2019,4.0,50
5020 Osen,Nursing professionals,5020,Osen,2019,0.0,50
5021 Oppdal,Nurses,5021,Oppdal,2019,43.0,50
5021 Oppdal,Nursing professionals,5021,Oppdal,2019,3.0,50
5022 Rennebu,Nurses,5022,Rennebu,2019,14.0,50
5022 Rennebu,Nursing professionals,5022,Rennebu,2019,3.0,50
5025 Røros - Rosse,Nurses,5025,Røros - Rosse,2019,19.0,50
5025 Røros - Rosse,Nursing professionals,5025,Røros - Rosse,2019,7.0,50
5026 Holtålen,Nurses,5026,Holtålen,2019,15.0,50
5026 Holtålen,Nursing professionals,5026,Holtålen,2019,3.0,50
5027 Midtre Gauldal,Nurses,5027,Midtre Gauldal,2019,41.0,50
5027 Midtre Gauldal,Nursing professionals,5027,Midtre Gauldal,2019,5.0,50
5028 Melhus,Nurses,5028,Melhus,2019,56.0,50
5028 Melhus,Nursing professionals,5028,Melhus,2019,13.0,50
5029 Skaun,Nurses,5029,Skaun,2019,22.0,50
5029 Skaun,Nursing professionals,5029,Skaun,2019,6.0,50
5031 Malvik,Nurses,5031,Malvik,2019,48.0,50
5031 Malvik,Nursing professionals,5031,Malvik,2019,6.0,50
5032 Selbu,Nurses,5032,Selbu,2019,20.0,50
5032 Selbu,Nursing professionals,5032,Selbu,2019,4.0,50
5033 Tydal,Nurses,5033,Tydal,2019,6.0,50
5033 Tydal,Nursing professionals,5033,Tydal,2019,1.0,50
5034 Meråker,Nurses,5034,Meråker,2019,18.0,50
5034 Meråker,Nursing professionals,5034,Meråker,2019,3.0,50
5035 Stjørdal,Nurses,5035,Stjørdal,2019,98.0,50
5035 Stjørdal,Nursing professionals,5035,Stjørdal,2019,20.0,50
5036 Frosta,Nurses,5036,Frosta,2019,16.0,50
5036 Frosta,Nursing professionals,5036,Frosta,2019,5.0,50
5037 Levanger,Nurses,5037,Levanger,2019,109.0,50
5037 Levanger,Nursing professionals,5037,Levanger,2019,9.0,50
5038 Verdal,Nurses,5038,Verdal,2019,60.0,50
5038 Verdal,Nursing professionals,5038,Verdal,2019,22.0,50
5041 Snåase - Snåsa,Nurses,5041,Snåase - Snåsa,2019,10.0,50
5041 Snåase - Snåsa,Nursing professionals,5041,Snåase - Snåsa,2019,2.0,50
5042 Lierne,Nurses,5042,Lierne,2019,12.0,50
5042 Lierne,Nursing professionals,5042,Lierne,2019,2.0,50
5043 Raarvihke - Røyrvik,Nurses,5043,Raarvihke - Røyrvik,2019,4.0,50
5043 Raarvihke - Røyrvik,Nursing professionals,5043,Raarvihke - Røyrvik,2019,1.0,50
5044 Namsskogan,Nurses,5044,Namsskogan,2019,8.0,50
5044 Namsskogan,Nursing professionals,5044,Namsskogan,2019,1.0,50
5045 Grong,Nurses,5045,Grong,2019,23.0,50
5045 Grong,Nursing professionals,5045,Grong,2019,3.0,50
5046 Høylandet,Nurses,5046,Høylandet,2019,12.0,50
5046 Høylandet,Nursing professionals,5046,Høylandet,2019,3.0,50
5047 Overhalla,Nurses,5047,Overhalla,2019,25.0,50
5047 Overhalla,Nursing professionals,5047,Overhalla,2019,12.0,50
5049 Flatanger,Nurses,5049,Flatanger,2019,9.0,50
5049 Flatanger,Nursing professionals,5049,Flatanger,2019,3.0,50
5052 Leka,Nurses,5052,Leka,2019,6.0,50
5052 Leka,Nursing professionals,5052,Leka,2019,1.0,50
5053 Inderøy,Nurses,5053,Inderøy,2019,29.0,50
5053 Inderøy,Nursing professionals,5053,Inderøy,2019,2.0,50
5054 Indre Fosen,Nurses,5054,Indre Fosen,2019,49.0,50
5054 Indre Fosen,Nursing professionals,5054,Indre Fosen,2019,4.0,50
5055 Heim,Nurses,5055,Heim,2019,,50
5055 Heim,Nursing professionals,5055,Heim,2019,,50
5056 Hitra,Nurses,5056,Hitra,2019,,50
5056 Hitra,Nursing professionals,5056,Hitra,2019,,50
5057 Ørland,Nurses,5057,Ørland,2019,,50
5057 Ørland,Nursing professionals,5057,Ørland,2019,,50
5058 Åfjord,Nurses,5058,Åfjord,2019,,50
5058 Åfjord,Nursing professionals,5058,Åfjord,2019,,50
5059 Orkland,Nurses,5059,Orkland,2019,,50
5059 Orkland,Nursing professionals,5059,Orkland,2019,,50
5060 Nærøysund,Nurses,5060,Nærøysund,2019,,50
5060 Nærøysund,Nursing professionals,5060,Nærøysund,2019,,50
5061 Rindal,Nurses,5061,Rindal,2019,15.0,50
5061 Rindal,Nursing professionals,5061,Rindal,2019,6.0,50
1505 Kristiansund,Nurses,1505,Kristiansund,2020,91.0,15
1505 Kristiansund,Nursing professionals,1505,Kristiansund,2020,11.0,15
1506 Molde,Nurses,1506,Molde,2020,199.0,15
1506 Molde,Nursing professionals,1506,Molde,2020,31.0,15
1508 Ålesund,Nurses,1508,Ålesund,2020,,15
1508 Ålesund,Nursing professionals,1508,Ålesund,2020,,15
1511 Vanylven,Nurses,1511,Vanylven,2020,18.0,15
1511 Vanylven,Nursing professionals,1511,Vanylven,2020,2.0,15
1514 Sande,Nurses,1514,Sande,2020,17.0,15
1514 Sande,Nursing professionals,1514,Sande,2020,5.0,15
1515 Herøy (Møre og Romsdal),Nurses,1515,Herøy (Møre og Romsdal),2020,44.0,15
1515 Herøy (Møre og Romsdal),Nursing professionals,1515,Herøy (Møre og Romsdal),2020,,15
1516 Ulstein,Nurses,1516,Ulstein,2020,41.0,15
1516 Ulstein,Nursing professionals,1516,Ulstein,2020,4.0,15
1517 Hareid,Nurses,1517,Hareid,2020,32.0,15
1517 Hareid,Nursing professionals,1517,Hareid,2020,1.0,15
1520 Ørsta,Nurses,1520,Ørsta,2020,75.0,15
1520 Ørsta,Nursing professionals,1520,Ørsta,2020,5.0,15
1525 Stranda,Nurses,1525,Stranda,2020,30.0,15
1525 Stranda,Nursing professionals,1525,Stranda,2020,2.0,15
1528 Sykkylven,Nurses,1528,Sykkylven,2020,52.0,15
1528 Sykkylven,Nursing professionals,1528,Sykkylven,2020,11.0,15
1531 Sula,Nurses,1531,Sula,2020,55.0,15
1531 Sula,Nursing professionals,1531,Sula,2020,9.0,15
1532 Giske,Nurses,1532,Giske,2020,37.0,15
1532 Giske,Nursing professionals,1532,Giske,2020,7.0,15
1535 Vestnes,Nurses,1535,Vestnes,2020,48.0,15
1535 Vestnes,Nursing professionals,1535,Vestnes,2020,8.0,15
1539 Rauma,Nurses,1539,Rauma,2020,50.0,15
1539 Rauma,Nursing professionals,1539,Rauma,2020,9.0,15
1547 Aukra,Nurses,1547,Aukra,2020,20.0,15
1547 Aukra,Nursing professionals,1547,Aukra,2020,5.0,15
1554 Averøy,Nurses,1554,Averøy,2020,30.0,15
1554 Averøy,Nursing professionals,1554,Averøy,2020,6.0,15
1557 Gjemnes,Nurses,1557,Gjemnes,2020,17.0,15
1557 Gjemnes,Nursing professionals,1557,Gjemnes,2020,4.0,15
1560 Tingvoll,Nurses,1560,Tingvoll,2020,12.0,15
1560 Tingvoll,Nursing professionals,1560,Tingvoll,2020,6.0,15
1563 Sunndal,Nurses,1563,Sunndal,2020,61.0,15
1563 Sunndal,Nursing professionals,1563,Sunndal,2020,10.0,15
1566 Surnadal,Nurses,1566,Surnadal,2020,39.0,15
1566 Surnadal,Nursing professionals,1566,Surnadal,2020,7.0,15
1573 Smøla,Nurses,1573,Smøla,2020,13.0,15
1573 Smøla,Nursing professionals,1573,Smøla,2020,2.0,15
1576 Aure,Nurses,1576,Aure,2020,26.0,15
1576 Aure,Nursing professionals,1576,Aure,2020,2.0,15
1577 Volda,Nurses,1577,Volda,2020,53.0,15
1577 Volda,Nursing professionals,1577,Volda,2020,6.0,15
1578 Fjord,Nurses,1578,Fjord,2020,14.0,15
1578 Fjord,Nursing professionals,1578,Fjord,2020,2.0,15
1579 Hustadvika,Nurses,1579,Hustadvika,2020,80.0,15
1579 Hustadvika,Nursing professionals,1579,Hustadvika,2020,15.0,15
1580 Haram,Nurses,1580,Haram,2020,,15
1580 Haram,Nursing professionals,1580,Haram,2020,,15
5001 Trondheim - Tråante,Nurses,5001,Trondheim - Tråante,2020,685.0,50
5001 Trondheim - Tråante,Nursing professionals,5001,Trondheim - Tråante,2020,41.0,50
5006 Steinkjer - Stïentje,Nurses,5006,Steinkjer - Stïentje,2020,181.0,50
5006 Steinkjer - Stïentje,Nursing professionals,5006,Steinkjer - Stïentje,2020,23.0,50
5007 Namsos - Nåavmesjenjaelmie,Nurses,5007,Namsos - Nåavmesjenjaelmie,2020,102.0,50
5007 Namsos - Nåavmesjenjaelmie,Nursing professionals,5007,Namsos - Nåavmesjenjaelmie,2020,26.0,50
5014 Frøya,Nurses,5014,Frøya,2020,15.0,50
5014 Frøya,Nursing professionals,5014,Frøya,2020,1.0,50
5020 Osen,Nurses,5020,Osen,2020,7.0,50
5020 Osen,Nursing professionals,5020,Osen,2020,0.0,50
5021 Oppdal,Nurses,5021,Oppdal,2020,45.0,50
5021 Oppdal,Nursing professionals,5021,Oppdal,2020,6.0,50
5022 Rennebu,Nurses,5022,Rennebu,2020,18.0,50
5022 Rennebu,Nursing professionals,5022,Rennebu,2020,2.0,50
5025 Røros - Rosse,Nurses,5025,Røros - Rosse,2020,19.0,50
5025 Røros - Rosse,Nursing professionals,5025,Røros - Rosse,2020,6.0,50
5026 Holtålen,Nurses,5026,Holtålen,2020,14.0,50
5026 Holtålen,Nursing professionals,5026,Holtålen,2020,2.0,50
5027 Midtre Gauldal,Nurses,5027,Midtre Gauldal,2020,38.0,50
5027 Midtre Gauldal,Nursing professionals,5027,Midtre Gauldal,2020,5.0,50
5028 Melhus,Nurses,5028,Melhus,2020,51.0,50
5028 Melhus,Nursing professionals,5028,Melhus,2020,14.0,50
5029 Skaun,Nurses,5029,Skaun,2020,21.0,50
5029 Skaun,Nursing professionals,5029,Skaun,2020,7.0,50
5031 Malvik,Nurses,5031,Malvik,2020,50.0,50
5031 Malvik,Nursing professionals,5031,Malvik,2020,7.0,50
5032 Selbu,Nurses,5032,Selbu,2020,22.0,50
5032 Selbu,Nursing professionals,5032,Selbu,2020,3.0,50
5033 Tydal,Nurses,5033,Tydal,2020,6.0,50
5033 Tydal,Nursing professionals,5033,Tydal,2020,1.0,50
5034 Meråker,Nurses,5034,Meråker,2020,18.0,50
5034 Meråker,Nursing professionals,5034,Meråker,2020,2.0,50
5035 Stjørdal,Nurses,5035,Stjørdal,2020,102.0,50
5035 Stjørdal,Nursing professionals,5035,Stjørdal,2020,20.0,50
5036 Frosta,Nurses,5036,Frosta,2020,14.0,50
5036 Frosta,Nursing professionals,5036,Frosta,2020,5.0,50
5037 Levanger,Nurses,5037,Levanger,2020,124.0,50
5037 Levanger,Nursing professionals,5037,Levanger,2020,14.0,50
5038 Verdal,Nurses,5038,Verdal,2020,58.0,50
5038 Verdal,Nursing professionals,5038,Verdal,2020,21.0,50
5041 Snåase - Snåsa,Nurses,5041,Snåase - Snåsa,2020,11.0,50
5041 Snåase - Snåsa,Nursing professionals,5041,Snåase - Snåsa,2020,2.0,50
5042 Lierne,Nurses,5042,Lierne,2020,12.0,50
5042 Lierne,Nursing professionals,5042,Lierne,2020,3.0,50
5043 Raarvihke - Røyrvik,Nurses,5043,Raarvihke - Røyrvik,2020,4.0,50
5043 Raarvihke - Røyrvik,Nursing professionals,5043,Raarvihke - Røyrvik,2020,1.0,50
5044 Namsskogan,Nurses,5044,Namsskogan,2020,6.0,50
5044 Namsskogan,Nursing professionals,5044,Namsskogan,2020,1.0,50
5045 Grong,Nurses,5045,Grong,2020,22.0,50
5045 Grong,Nursing professionals,5045,Grong,2020,3.0,50
5046 Høylandet,Nurses,5046,Høylandet,2020,10.0,50
5046 Høylandet,Nursing professionals,5046,Høylandet,2020,1.0,50
5047 Overhalla,Nurses,5047,Overhalla,2020,23.0,50
5047 Overhalla,Nursing professionals,5047,Overhalla,2020,12.0,50
5049 Flatanger,Nurses,5049,Flatanger,2020,10.0,50
5049 Flatanger,Nursing professionals,5049,Flatanger,2020,2.0,50
5052 Leka,Nurses,5052,Leka,2020,8.0,50
5052 Leka,Nursing professionals,5052,Leka,2020,1.0,50
5053 Inderøy,Nurses,5053,Inderøy,2020,27.0,50
5053 Inderøy,Nursing professionals,5053,Inderøy,2020,3.0,50
5054 Indre Fosen,Nurses,5054,Indre Fosen,2020,50.0,50
5054 Indre Fosen,Nursing professionals,5054,Indre Fosen,2020,5.0,50
5055 Heim,Nurses,5055,Heim,2020,28.0,50
5055 Heim,Nursing professionals,5055,Heim,2020,7.0,50
5056 Hitra,Nurses,5056,Hitra,2020,25.0,50
5056 Hitra,Nursing professionals,5056,Hitra,2020,7.0,50
5057 Ørland,Nurses,5057,Ørland,2020,56.0,50
5057 Ørland,Nursing professionals,5057,Ørland,2020,6.0,50
5058 Åfjord,Nurses,5058,Åfjord,2020,30.0,50
5058 Åfjord,Nursing professionals,5058,Åfjord,2020,6.0,50
5059 Orkland,Nurses,5059,Orkland,2020,72.0,50
5059 Orkland,Nursing professionals,5059,Orkland,2020,11.0,50
5060 Nærøysund,Nurses,5060,Nærøysund,2020,55.0,50
5060 Nærøysund,Nursing professionals,5060,Nærøysund,2020,19.0,50
5061 Rindal,Nurses,5061,Rindal,2020,16.0,50
5061 Rindal,Nursing professionals,5061,Rindal,2020,3.0,50
1505 Kristiansund,Nurses,1505,Kristiansund,2021,90.0,15
1505 Kristiansund,Nursing professionals,1505,Kristiansund,2021,11.0,15
1506 Molde,Nurses,1506,Molde,2021,200.0,15
1506 Molde,Nursing professionals,1506,Molde,2021,30.0,15
1508 Ålesund,Nurses,1508,Ålesund,2021,,15
1508 Ålesund,Nursing professionals,1508,Ålesund,2021,,15
1511 Vanylven,Nurses,1511,Vanylven,2021,20.0,15
1511 Vanylven,Nursing professionals,1511,Vanylven,2021,2.0,15
1514 Sande,Nurses,1514,Sande,2021,17.0,15
1514 Sande,Nursing professionals,1514,Sande,2021,5.0,15
1515 Herøy (Møre og Romsdal),Nurses,1515,Herøy (Møre og Romsdal),2021,45.0,15
1515 Herøy (Møre og Romsdal),Nursing professionals,1515,Herøy (Møre og Romsdal),2021,,15
1516 Ulstein,Nurses,1516,Ulstein,2021,42.0,15
1516 Ulstein,Nursing professionals,1516,Ulstein,2021,3.0,15
1517 Hareid,Nurses,1517,Hareid,2021,29.0,15
1517 Hareid,Nursing professionals,1517,Hareid,2021,0.0,15
1520 Ørsta,Nurses,1520,Ørsta,2021,68.0,15
1520 Ørsta,Nursing professionals,1520,Ørsta,2021,6.0,15
1525 Stranda,Nurses,1525,Stranda,2021,26.0,15
1525 Stranda,Nursing professionals,1525,Stranda,2021,3.0,15
1528 Sykkylven,Nurses,1528,Sykkylven,2021,50.0,15
1528 Sykkylven,Nursing professionals,1528,Sykkylven,2021,13.0,15
1531 Sula,Nurses,1531,Sula,2021,52.0,15
1531 Sula,Nursing professionals,1531,Sula,2021,9.0,15
1532 Giske,Nurses,1532,Giske,2021,39.0,15
1532 Giske,Nursing professionals,1532,Giske,2021,9.0,15
1535 Vestnes,Nurses,1535,Vestnes,2021,51.0,15
1535 Vestnes,Nursing professionals,1535,Vestnes,2021,7.0,15
1539 Rauma,Nurses,1539,Rauma,2021,41.0,15
1539 Rauma,Nursing professionals,1539,Rauma,2021,9.0,15
1547 Aukra,Nurses,1547,Aukra,2021,20.0,15
1547 Aukra,Nursing professionals,1547,Aukra,2021,9.0,15
1554 Averøy,Nurses,1554,Averøy,2021,29.0,15
1554 Averøy,Nursing professionals,1554,Averøy,2021,7.0,15
1557 Gjemnes,Nurses,1557,Gjemnes,2021,17.0,15
1557 Gjemnes,Nursing professionals,1557,Gjemnes,2021,4.0,15
1560 Tingvoll,Nurses,1560,Tingvoll,2021,12.0,15
1560 Tingvoll,Nursing professionals,1560,Tingvoll,2021,6.0,15
1563 Sunndal,Nurses,1563,Sunndal,2021,53.0,15
1563 Sunndal,Nursing professionals,1563,Sunndal,2021,8.0,15
1566 Surnadal,Nurses,1566,Surnadal,2021,39.0,15
1566 Surnadal,Nursing professionals,1566,Surnadal,2021,7.0,15
1573 Smøla,Nurses,1573,Smøla,2021,12.0,15
1573 Smøla,Nursing professionals,1573,Smøla,2021,2.0,15
1576 Aure,Nurses,1576,Aure,2021,23.0,15
1576 Aure,Nursing professionals,1576,Aure,2021,3.0,15
1577 Volda,Nurses,1577,Volda,2021,46.0,15
1577 Volda,Nursing professionals,1577,Volda,2021,6.0,15
1578 Fjord,Nurses,1578,Fjord,2021,15.0,15
1578 Fjord,Nursing professionals,1578,Fjord,2021,1.0,15
1579 Hustadvika,Nurses,1579,Hustadvika,2021,77.0,15
1579 Hustadvika,Nursing professionals,1579,Hustadvika,2021,13.0,15
1580 Haram,Nurses,1580,Haram,2021,,15
1580 Haram,Nursing professionals,1580,Haram,2021,,15
5001 Trondheim - Tråante,Nurses,5001,Trondheim - Tråante,2021,680.0,50
5001 Trondheim - Tråante,Nursing professionals,5001,Trondheim - Tråante,2021,37.0,50
5006 Steinkjer - Stïentje,Nurses,5006,Steinkjer - Stïentje,2021,174.0,50
5006 Steinkjer - Stïentje,Nursing professionals,5006,Steinkjer - Stïentje,2021,18.0,50
5007 Namsos - Nåavmesjenjaelmie,Nurses,5007,Namsos - Nåavmesjenjaelmie,2021,90.0,50
5007 Namsos - Nåavmesjenjaelmie,Nursing professionals,5007,Namsos - Nåavmesjenjaelmie,2021,30.0,50
5014 Frøya,Nurses,5014,Frøya,2021,15.0,50
5014 Frøya,Nursing professionals,5014,Frøya,2021,1.0,50
5020 Osen,Nurses,5020,Osen,2021,8.0,50
