Municipality,Occupation,Municipality_code,Municipality_name,Year,Nurse_man_years,County_code
5020 Osen,Nursing professionals,5020,Osen,2021,0.0,50
5021 Oppdal,Nurses,5021,Oppdal,2021,45.0,50
5021 Oppdal,Nursing professionals,5021,Oppdal,2021,6.0,50
5022 Rennebu,Nurses,5022,Rennebu,2021,18.0,50
5022 Rennebu,Nursing professionals,5022,Rennebu,2021,3.0,50
5025 Røros - Rosse,Nurses,5025,Røros - Rosse,2021,18.0,50
5025 Røros - Rosse,Nursing professionals,5025,Røros - Rosse,2021,5.0,50
5026 Holtålen,Nurses,5026,Holtålen,2021,13.0,50
5026 Holtålen,Nursing professionals,5026,Holtålen,2021,2.0,50
5027 Midtre Gauldal,Nurses,5027,Midtre Gauldal,2021,33.0,50
5027 Midtre Gauldal,Nursing professionals,5027,Midtre Gauldal,2021,4.0,50
5028 Melhus,Nurses,5028,Melhus,2021,54.0,50
5028 Melhus,Nursing professionals,5028,Melhus,2021,15.0,50
5029 Skaun,Nurses,5029,Skaun,2021,28.0,50
5029 Skaun,Nursing professionals,5029,Skaun,2021,5.0,50
5031 Malvik,Nurses,5031,Malvik,2021,49.0,50
5031 Malvik,Nursing professionals,5031,Malvik,2021,7.0,50
5032 Selbu,Nurses,5032,Selbu,2021,25.0,50
5032 Selbu,Nursing professionals,5032,Selbu,2021,5.0,50
5033 Tydal,Nurses,5033,Tydal,2021,5.0,50
5033 Tydal,Nursing professionals,5033,Tydal,2021,2.0,50
5034 Meråker,Nurses,5034,Meråker,2021,15.0,50
5034 Meråker,Nursing professionals,5034,Meråker,2021,2.0,50
5035 Stjørdal,Nurses,5035,Stjørdal,2021,109.0,50
5035 Stjørdal,Nursing professionals,5035,Stjørdal,2021,20.0,50
5036 Frosta,Nurses,5036,Frosta,2021,16.0,50
5036 Frosta,Nursing professionals,5036,Frosta,2021,6.0,50
5037 Levanger,Nurses,5037,Levanger,2021,122.0,50
5037 Levanger,Nursing professionals,5037,Levanger,2021,14.0,50
5038 Verdal,Nurses,5038,Verdal,2021,52.0,50
5038 Verdal,Nursing professionals,5038,Verdal,2021,22.0,50
5041 Snåase - Snåsa,Nurses,5041,Snåase - Snåsa,2021,11.0,50
5041 Snåase - Snåsa,Nursing professionals,5041,Snåase - Snåsa,2021,1.0,50
5042 Lierne,Nurses,5042,Lierne,2021,9.0,50
5042 Lierne,Nursing professionals,5042,Lierne,2021,3.0,50
5043 Raarvihke - Røyrvik,Nurses,5043,Raarvihke - Røyrvik,2021,4.0,50
5043 Raarvihke - Røyrvik,Nursing professionals,5043,Raarvihke - Røyrvik,2021,1.0,50
5044 Namsskogan,Nurses,5044,Namsskogan,2021,6.0,50
5044 Namsskogan,Nursing professionals,5044,Namsskogan,2021,0.0,50
5045 Grong,Nurses,5045,Grong,2021,19.0,50
5045 Grong,Nursing professionals,5045,Grong,2021,3.0,50
5046 Høylandet,Nurses,5046,Høylandet,2021,10.0,50
5046 Høylandet,Nursing professionals,5046,Høylandet,2021,2.0,50
5047 Overhalla,Nurses,5047,Overhalla,2021,24.0,50
5047 Overhalla,Nursing professionals,5047,Overhalla,2021,12.0,50
5049 Flatanger,Nurses,5049,Flatanger,2021,9.0,50
5049 Flatanger,Nursing professionals,5049,Flatanger,2021,2.0,50
5052 Leka,Nurses,5052,Leka,2021,6.0,50
5052 Leka,Nursing professionals,5052,Leka,2021,1.0,50
5053 Inderøy,Nurses,5053,Inderøy,2021,33.0,50
5053 Inderøy,Nursing professionals,5053,Inderøy,2021,3.0,50
5054 Indre Fosen,Nurses,5054,Indre Fosen,2021,48.0,50
5054 Indre Fosen,Nursing professionals,5054,Indre Fosen,2021,6.0,50
5055 Heim,Nurses,5055,Heim,2021,29.0,50
5055 Heim,Nursing professionals,5055,Heim,2021,7.0,50
5056 Hitra,Nurses,5056,Hitra,2021,24.0,50
5056 Hitra,Nursing professionals,5056,Hitra,2021,5.0,50
5057 Ørland,Nurses,5057,Ørland,2021,53.0,50
5057 Ørland,Nursing professionals,5057,Ørland,2021,5.0,50
5058 Åfjord,Nurses,5058,Åfjord,2021,30.0,50
5058 Åfjord,Nursing professionals,5058,Åfjord,2021,7.0,50
5059 Orkland,Nurses,5059,Orkland,2021,64.0,50
5059 Orkland,Nursing professionals,5059,Orkland,2021,12.0,50
5060 Nærøysund,Nurses,5060,Nærøysund,2021,51.0,50
5060 Nærøysund,Nursing professionals,5060,Nærøysund,2021,14.0,50
5061 Rindal,Nurses,5061,Rindal,2021,18.0,50
5061 Rindal,Nursing professionals,5061,Rindal,2021,3.0,50
1505 Kristiansund,Nurses,1505,Kristiansund,2022,88.0,15
1505 Kristiansund,Nursing professionals,1505,Kristiansund,2022,15.0,15
1506 Molde,Nurses,1506,Molde,2022,187.0,15
1506 Molde,Nursing professionals,1506,Molde,2022,32.0,15
1508 Ålesund,Nurses,1508,Ålesund,2022,,15
1508 Ålesund,Nursing professionals,1508,Ålesund,2022,,15
1511 Vanylven,Nurses,1511,Vanylven,2022,18.0,15
1511 Vanylven,Nursing professionals,1511,Vanylven,2022,2.0,15
1514 Sande,Nurses,1514,Sande,2022,16.0,15
1514 Sande,Nursing professionals,1514,Sande,2022,5.0,15
1515 Herøy (Møre og Romsdal),Nurses,1515,Herøy (Møre og Romsdal),2022,47.0,15
1515 Herøy (Møre og Romsdal),Nursing professionals,1515,Herøy (Møre og Romsdal),2022,2.0,15
1516 Ulstein,Nurses,1516,Ulstein,2022,47.0,15
1516 Ulstein,Nursing professionals,1516,Ulstein,2022,3.0,15
1517 Hareid,Nurses,1517,Hareid,2022,32.0,15
1517 Hareid,Nursing professionals,1517,Hareid,2022,2.0,15
1520 Ørsta,Nurses,1520,Ørsta,2022,72.0,15
1520 Ørsta,Nursing professionals,1520,Ørsta,2022,4.0,15
1525 Stranda,Nurses,1525,Stranda,2022,26.0,15
1525 Stranda,Nursing professionals,1525,Stranda,2022,3.0,15
1528 Sykkylven,Nurses,1528,Sykkylven,2022,51.0,15
1528 Sykkylven,Nursing professionals,1528,Sykkylven,2022,12.0,15
1531 Sula,Nurses,1531,Sula,2022,58.0,15
1531 Sula,Nursing professionals,1531,Sula,2022,8.0,15
1532 Giske,Nurses,1532,Giske,2022,40.0,15
1532 Giske,Nursing professionals,1532,Giske,2022,9.0,15
1535 Vestnes,Nurses,1535,Vestnes,2022,44.0,15
1535 Vestnes,Nursing professionals,1535,Vestnes,2022,6.0,15
1539 Rauma,Nurses,1539,Rauma,2022,33.0,15
1539 Rauma,Nursing professionals,1539,Rauma,2022,10.0,15
1547 Aukra,Nurses,1547,Aukra,2022,17.0,15
1547 Aukra,Nursing professionals,1547,Aukra,2022,10.0,15
1554 Averøy,Nurses,1554,Averøy,2022,28.0,15
1554 Averøy,Nursing professionals,1554,Averøy,2022,6.0,15
1557 Gjemnes,Nurses,1557,Gjemnes,2022,19.0,15
1557 Gjemnes,Nursing professionals,1557,Gjemnes,2022,6.0,15
1560 Tingvoll,Nurses,1560,Tingvoll,2022,11.0,15
1560 Tingvoll,Nursing professionals,1560,Tingvoll,2022,8.0,15
1563 Sunndal,Nurses,1563,Sunndal,2022,50.0,15
1563 Sunndal,Nursing professionals,1563,Sunndal,2022,6.0,15
1566 Surnadal,Nurses,1566,Surnadal,2022,37.0,15
1566 Surnadal,Nursing professionals,1566,Surnadal,2022,9.0,15
1573 Smøla,Nurses,1573,Smøla,2022,11.0,15
1573 Smøla,Nursing professionals,1573,Smøla,2022,1.0,15
1576 Aure,Nurses,1576,Aure,2022,21.0,15
1576 Aure,Nursing professionals,1576,Aure,2022,4.0,15
1577 Volda,Nurses,1577,Volda,2022,49.0,15
1577 Volda,Nursing professionals,1577,Volda,2022,5.0,15
1578 Fjord,Nurses,1578,Fjord,2022,17.0,15
1578 Fjord,Nursing professionals,1578,Fjord,2022,1.0,15
1579 Hustadvika,Nurses,1579,Hustadvika,2022,74.0,15
1579 Hustadvika,Nursing professionals,1579,Hustadvika,2022,14.0,15
1580 Haram,Nurses,1580,Haram,2022,,15
1580 Haram,Nursing professionals,1580,Haram,2022,,15
5001 Trondheim - Tråante,Nurses,5001,Trondheim - Tråante,2022,665.0,50
5001 Trondheim - Tråante,Nursing professionals,5001,Trondheim - Tråante,2022,39.0,50
5006 Steinkjer - Stïentje,Nurses,5006,Steinkjer - Stïentje,2022,169.0,50
5006 Steinkjer - Stïentje,Nursing professionals,5006,Steinkjer - Stïentje,2022,19.0,50
5007 Namsos - Nåavmesjenjaelmie,Nurses,5007,Namsos - Nåavmesjenjaelmie,2022,88.0,50
5007 Namsos - Nåavmesjenjaelmie,Nursing professionals,5007,Namsos - Nåavmesjenjaelmie,2022,28.0,50
5014 Frøya,Nurses,5014,Frøya,2022,14.0,50
5014 Frøya,Nursing professionals,5014,Frøya,2022,1.0,50
5020 Osen,Nurses,5020,Osen,2022,6.0,50
5020 Osen,Nursing professionals,5020,Osen,2022,0.0,50
5021 Oppdal,Nurses,5021,Oppdal,2022,44.0,50
5021 Oppdal,Nursing professionals,5021,Oppdal,2022,7.0,50
5022 Rennebu,Nurses,5022,Rennebu,2022,12.0,50
5022 Rennebu,Nursing professionals,5022,Rennebu,2022,5.0,50
5025 Røros - Rosse,Nurses,5025,Røros - Rosse,2022,18.0,50
5025 Røros - Rosse,Nursing professionals,5025,Røros - Rosse,2022,2.0,50
5026 Holtålen,Nurses,5026,Holtålen,2022,12.0,50
5026 Holtålen,Nursing professionals,5026,Holtålen,2022,2.0,50
5027 Midtre Gauldal,Nurses,5027,Midtre Gauldal,2022,35.0,50
5027 Midtre Gauldal,Nursing professionals,5027,Midtre Gauldal,2022,3.0,50
5028 Melhus,Nurses,5028,Melhus,2022,53.0,50
5028 Melhus,Nursing professionals,5028,Melhus,2022,12.0,50
5029 Skaun,Nurses,5029,Skaun,2022,20.0,50
5029 Skaun,Nursing professionals,5029,Skaun,2022,5.0,50
5031 Malvik,Nurses,5031,Malvik,2022,53.0,50
5031 Malvik,Nursing professionals,5031,Malvik,2022,12.0,50
5032 Selbu,Nurses,5032,Selbu,2022,29.0,50
5032 Selbu,Nursing professionals,5032,Selbu,2022,4.0,50
5033 Tydal,Nurses,5033,Tydal,2022,5.0,50
5033 Tydal,Nursing professionals,5033,Tydal,2022,2.0,50
5034 Meråker,Nurses,5034,Meråker,2022,15.0,50
5034 Meråker,Nursing professionals,5034,Meråker,2022,2.0,50
5035 Stjørdal,Nurses,5035,Stjørdal,2022,105.0,50
5035 Stjørdal,Nursing professionals,5035,Stjørdal,2022,27.0,50
5036 Frosta,Nurses,5036,Frosta,2022,19.0,50
5036 Frosta,Nursing professionals,5036,Frosta,2022,4.0,50
5037 Levanger,Nurses,5037,Levanger,2022,106.0,50
5037 Levanger,Nursing professionals,5037,Levanger,2022,12.0,50
5038 Verdal,Nurses,5038,Verdal,2022,57.0,50
5038 Verdal,Nursing professionals,5038,Verdal,2022,21.0,50
5041 Snåase - Snåsa,Nurses,5041,Snåase - Snåsa,2022,14.0,50
5041 Snåase - Snåsa,Nursing professionals,5041,Snåase - Snåsa,2022,2.0,50
5042 Lierne,Nurses,5042,Lierne,2022,8.0,50
5042 Lierne,Nursing professionals,5042,Lierne,2022,2.0,50
5043 Raarvihke - Røyrvik,Nurses,5043,Raarvihke - Røyrvik,2022,4.0,50
5043 Raarvihke - Røyrvik,Nursing professionals,5043,Raarvihke - Røyrvik,2022,2.0,50
5044 Namsskogan,Nurses,5044,Namsskogan,2022,8.0,50
5044 Namsskogan,Nursing professionals,5044,Namsskogan,2022,1.0,50
5045 Grong,Nurses,5045,Grong,2022,20.0,50
5045 Grong,Nursing professionals,5045,Grong,2022,2.0,50
5046 Høylandet,Nurses,5046,Høylandet,2022,10.0,50
5046 Høylandet,Nursing professionals,5046,Høylandet,2022,1.0,50
5047 Overhalla,Nurses,5047,Overhalla,2022,23.0,50
5047 Overhalla,Nursing professionals,5047,Overhalla,2022,10.0,50
5049 Flatanger,Nurses,5049,Flatanger,2022,9.0,50
5049 Flatanger,Nursing professionals,5049,Flatanger,2022,1.0,50
5052 Leka,Nurses,5052,Leka,2022,10.0,50
5052 Leka,Nursing professionals,5052,Leka,2022,1.0,50
5053 Inderøy,Nurses,5053,Inderøy,2022,25.0,50
5053 Inderøy,Nursing professionals,5053,Inderøy,2022,2.0,50
5054 Indre Fosen,Nurses,5054,Indre Fosen,2022,51.0,50
5054 Indre Fosen,Nursing professionals,5054,Indre Fosen,2022,5.0,50
5055 Heim,Nurses,5055,Heim,2022,29.0,50
5055 Heim,Nursing professionals,5055,Heim,2022,6.0,50
5056 Hitra,Nurses,5056,Hitra,2022,20.0,50
5056 Hitra,Nursing professionals,5056,Hitra,2022,5.0,50
5057 Ørland,Nurses,5057,Ørland,2022,66.0,50
5057 Ørland,Nursing professionals,5057,Ørland,2022,5.0,50
5058 Åfjord,Nurses,5058,Åfjord,2022,31.0,50
5058 Åfjord,Nursing professionals,5058,Åfjord,2022,5.0,50
5059 Orkland,Nurses,5059,Orkland,2022,60.0,50
5059 Orkland,Nursing professionals,5059,Orkland,2022,13.0,50
5060 Nærøysund,Nurses,5060,Nærøysund,2022,53.0,50
5060 Nærøysund,Nursing professionals,5060,Nærøysund,2022,19.0,50
5061 Rindal,Nurses,5061,Rindal,2022,15.0,50
5061 Rindal,Nursing professionals,5061,Rindal,2022,3.0,50
1505 Kristiansund,Nurses,1505,Kristiansund,2023,93.0,15
1505 Kristiansund,Nursing professionals,1505,Kristiansund,2023,14.0,15
1506 Molde,Nurses,1506,Molde,2023,187.0,15
1506 Molde,Nursing professionals,1506,Molde,2023,29.0,15
1508 Ålesund,Nurses,1508,Ålesund,2023,,15
1508 Ålesund,Nursing professionals,1508,Ålesund,2023,,15
1511 Vanylven,Nurses,1511,Vanylven,2023,15.0,15
1511 Vanylven,Nursing professionals,1511,Vanylven,2023,2.0,15
1514 Sande,Nurses,1514,Sande,2023,13.0,15
1514 Sande,Nursing professionals,1514,Sande,2023,4.0,15
1515 Herøy (Møre og Romsdal),Nurses,1515,Herøy (Møre og Romsdal),2023,51.0,15
1515 Herøy (Møre og Romsdal),Nursing professionals,1515,Herøy (Møre og Romsdal),2023,4.0,15
1516 Ulstein,Nurses,1516,Ulstein,2023,51.0,15
1516 Ulstein,Nursing professionals,1516,Ulstein,2023,4.0,15
1517 Hareid,Nurses,1517,Hareid,2023,29.0,15
1517 Hareid,Nursing professionals,1517,Hareid,2023,3.0,15
1520 Ørsta,Nurses,1520,Ørsta,2023,80.0,15
1520 Ørsta,Nursing professionals,1520,Ørsta,2023,8.0,15
1525 Stranda,Nurses,1525,Stranda,2023,24.0,15
1525 Stranda,Nursing professionals,1525,Stranda,2023,3.0,15
1528 Sykkylven,Nurses,1528,Sykkylven,2023,48.0,15
1528 Sykkylven,Nursing professionals,1528,Sykkylven,2023,12.0,15
1531 Sula,Nurses,1531,Sula,2023,60.0,15
1531 Sula,Nursing professionals,1531,Sula,2023,11.0,15
1532 Giske,Nurses,1532,Giske,2023,37.0,15
1532 Giske,Nursing professionals,1532,Giske,2023,7.0,15
1535 Vestnes,Nurses,1535,Vestnes,2023,40.0,15
1535 Vestnes,Nursing professionals,1535,Vestnes,2023,10.0,15
1539 Rauma,Nurses,1539,Rauma,2023,33.0,15
1539 Rauma,Nursing professionals,1539,Rauma,2023,8.0,15
1547 Aukra,Nurses,1547,Aukra,2023,20.0,15
1547 Aukra,Nursing professionals,1547,Aukra,2023,10.0,15
1554 Averøy,Nurses,1554,Averøy,2023,32.0,15
1554 Averøy,Nursing professionals,1554,Averøy,2023,8.0,15
1557 Gjemnes,Nurses,1557,Gjemnes,2023,21.0,15
1557 Gjemnes,Nursing professionals,1557,Gjemnes,2023,5.0,15
1560 Tingvoll,Nurses,1560,Tingvoll,2023,13.0,15
1560 Tingvoll,Nursing professionals,1560,Tingvoll,2023,8.0,15
1563 Sunndal,Nurses,1563,Sunndal,2023,48.0,15
1563 Sunndal,Nursing professionals,1563,Sunndal,2023,4.0,15
1566 Surnadal,Nurses,1566,Surnadal,2023,36.0,15
1566 Surnadal,Nursing professionals,1566,Surnadal,2023,6.0,15
1573 Smøla,Nurses,1573,Smøla,2023,14.0,15
1573 Smøla,Nursing professionals,1573,Smøla,2023,1.0,15
1576 Aure,Nurses,1576,Aure,2023,25.0,15
1576 Aure,Nursing professionals,1576,Aure,2023,3.0,15
1577 Volda,Nurses,1577,Volda,2023,55.0,15
1577 Volda,Nursing professionals,1577,Volda,2023,6.0,15
1578 Fjord,Nurses,1578,Fjord,2023,22.0,15
1578 Fjord,Nursing professionals,1578,Fjord,2023,0.0,15
1579 Hustadvika,Nurses,1579,Hustadvika,2023,69.0,15
1579 Hustadvika,Nursing professionals,1579,Hustadvika,2023,16.0,15
1580 Haram,Nurses,1580,Haram,2023,,15
1580 Haram,Nursing professionals,1580,Haram,2023,,15
5001 Trondheim - Tråante,Nurses,5001,Trondheim - Tråante,2023,644.0,50
5001 Trondheim - Tråante,Nursing professionals,5001,Trondheim - Tråante,2023,33.0,50
5006 Steinkjer - Stïentje,Nurses,5006,Steinkjer - Stïentje,2023,155.0,50
5006 Steinkjer - Stïentje,Nursing professionals,5006,Steinkjer - Stïentje,2023,16.0,50
5007 Namsos - Nåavmesjenjaelmie,Nurses,5007,Namsos - Nåavmesjenjaelmie,2023,82.0,50
5007 Namsos - Nåavmesjenjaelmie,Nursing professionals,5007,Namsos - Nåavmesjenjaelmie,2023,30.0,50
5014 Frøya,Nurses,5014,Frøya,2023,15.0,50
5014 Frøya,Nursing professionals,5014,Frøya,2023,3.0,50
5020 Osen,Nurses,5020,Osen,2023,5.0,50
5020 Osen,Nursing professionals,5020,Osen,2023,,50
5021 Oppdal,Nurses,5021,Oppdal,2023,43.0,50
5021 Oppdal,Nursing professionals,5021,Oppdal,2023,7.0,50
5022 Rennebu,Nurses,5022,Rennebu,2023,10.0,50
5022 Rennebu,Nursing professionals,5022,Rennebu,2023,6.0,50
5025 Røros - Rosse,Nurses,5025,Røros - Rosse,2023,20.0,50
5025 Røros - Rosse,Nursing professionals,5025,Røros - Rosse,2023,4.0,50
5026 Holtålen,Nurses,5026,Holtålen,2023,12.0,50
5026 Holtålen,Nursing professionals,5026,Holtålen,2023,3.0,50
5027 Midtre Gauldal,Nurses,5027,Midtre Gauldal,2023,36.0,50
5027 Midtre Gauldal,Nursing professionals,5027,Midtre Gauldal,2023,3.0,50
5028 Melhus,Nurses,5028,Melhus,2023,54.0,50
5028 Melhus,Nursing professionals,5028,Melhus,2023,10.0,50
5029 Skaun,Nurses,5029,Skaun,2023,24.0,50
5029 Skaun,Nursing professionals,5029,Skaun,2023,7.0,50
5031 Malvik,Nurses,5031,Malvik,2023,52.0,50
5031 Malvik,Nursing professionals,5031,Malvik,2023,14.0,50
5032 Selbu,Nurses,5032,Selbu,2023,28.0,50
5032 Selbu,Nursing professionals,5032,Selbu,2023,4.0,50
5033 Tydal,Nurses,5033,Tydal,2023,5.0,50
5033 Tydal,Nursing professionals,5033,Tydal,2023,1.0,50
5034 Meråker,Nurses,5034,Meråker,2023,14.0,50
5034 Meråker,Nursing professionals,5034,Meråker,2023,1.0,50
5035 Stjørdal,Nurses,5035,Stjørdal,2023,112.0,50
5035 Stjørdal,Nursing professionals,5035,Stjørdal,2023,28.0,50
5036 Frosta,Nurses,5036,Frosta,2023,17.0,50
5036 Frosta,Nursing professionals,5036,Frosta,2023,5.0,50
5037 Levanger,Nurses,5037,Levanger,2023,119.0,50
5037 Levanger,Nursing professionals,5037,Levanger,2023,13.0,50
5038 Verdal,Nurses,5038,Verdal,2023,61.0,50
5038 Verdal,Nursing professionals,5038,Verdal,2023,22.0,50
5041 Snåase - Snåsa,Nurses,5041,Snåase - Snåsa,2023,14.0,50
5041 Snåase - Snåsa,Nursing professionals,5041,Snåase - Snåsa,2023,3.0,50
5042 Lierne,Nurses,5042,Lierne,2023,9.0,50
5042 Lierne,Nursing professionals,5042,Lierne,2023,3.0,50
5043 Raarvihke - Røyrvik,Nurses,5043,Raarvihke - Røyrvik,2023,5.0,50
5043 Raarvihke - Røyrvik,Nursing professionals,5043,Raarvihke - Røyrvik,2023,3.0,50
5044 Namsskogan,Nurses,5044,Namsskogan,2023,4.0,50
5044 Namsskogan,Nursing professionals,5044,Namsskogan,2023,1.0,50
5045 Grong,Nurses,5045,Grong,2023,20.0,50
5045 Grong,Nursing professionals,5045,Grong,2023,2.0,50
5046 Høylandet,Nurses,5046,Høylandet,2023,12.0,50
5046 Høylandet,Nursing professionals,5046,Høylandet,2023,1.0,50
5047 Overhalla,Nurses,5047,Overhalla,2023,21.0,50
5047 Overhalla,Nursing professionals,5047,Overhalla,2023,9.0,50
5049 Flatanger,Nurses,5049,Flatanger,2023,8.0,50
5049 Flatanger,Nursing professionals,5049,Flatanger,2023,3.0,50
5052 Leka,Nurses,5052,Leka,2023,9.0,50
5052 Leka,Nursing professionals,5052,Leka,2023,2.0,50
5053 Inderøy,Nurses,5053,Inderøy,2023,28.0,50
5053 Inderøy,Nursing professionals,5053,Inderøy,2023,2.0,50
5054 Indre Fosen,Nurses,5054,Indre Fosen,2023,56.0,50
5054 Indre Fosen,Nursing professionals,5054,Indre Fosen,2023,4.0,50
5055 Heim,Nurses,5055,Heim,2023,33.0,50
5055 Heim,Nursing professionals,5055,Heim,2023,5.0,50
5056 Hitra,Nurses,5056,Hitra,2023,22.0,50
5056 Hitra,Nursing professionals,5056,Hitra,2023,5.0,50
5057 Ørland,Nurses,5057,Ørland,2023,58.0,50
5057 Ørland,Nursing professionals,5057,Ørland,2023,5.0,50
5058 Åfjord,Nurses,5058,Åfjord,2023,38.0,50
5058 Åfjord,Nursing professionals,5058,Åfjord,2023,5.0,50
5059 Orkland,Nurses,5059,Orkland,2023,61.0,50
5059 Orkland,Nursing professionals,5059,Orkland,2023,12.0,50
5060 Nærøysund,Nurses,5060,Nærøysund,2023,55.0,50
5060 Nærøysund,Nursing professionals,5060,Nærøysund,2023,19.0,50
5061 Rindal,Nurses,5061,Rindal,2023,12.0,50
5061 Rindal,Nursing professionals,5061,Rindal,2023,3.0,50
1505 Kristiansund,Nurses,1505,Kristiansund,2024,85.0,15
1505 Kristiansund,Nursing professionals,1505,Kristiansund,2024,13.0,15
1506 Molde,Nurses,1506,Molde,2024,186.0,15
1506 Molde,Nursing professionals,1506,Molde,2024,25.0,15
1508 Ålesund,Nurses,1508,Ålesund,2024,250.0,15
1508 Ålesund,Nursing professionals,1508,Ålesund,2024,35.0,15
1511 Vanylven,Nurses,1511,Vanylven,2024,15.0,15
1511 Vanylven,Nursing professionals,1511,Vanylven,2024,4.0,15
1514 Sande,Nurses,1514,Sande,2024,12.0,15
1514 Sande,Nursing professionals,1514,Sande,2024,6.0,15
1515 Herøy (Møre og Romsdal),Nurses,1515,Herøy (Møre og Romsdal),2024,47.0,15
1515 Herøy (Møre og Romsdal),Nursing professionals,1515,Herøy (Møre og Romsdal),2024,4.0,15
1516 Ulstein,Nurses,1516,Ulstein,2024,49.0,15
1516 Ulstein,Nursing professionals,1516,Ulstein,2024,5.0,15
1517 Hareid,Nurses,1517,Hareid,2024,28.0,15
1517 Hareid,Nursing professionals,1517,Hareid,2024,3.0,15
1520 Ørsta,Nurses,1520,Ørsta,2024,68.0,15
1520 Ørsta,Nursing professionals,1520,Ørsta,2024,11.0,15
1525 Stranda,Nurses,1525,Stranda,2024,27.0,15
1525 Stranda,Nursing professionals,1525,Stranda,2024,3.0,15
1528 Sykkylven,Nurses,1528,Sykkylven,2024,48.0,15
1528 Sykkylven,Nursing professionals,1528,Sykkylven,2024,10.0,15
1531 Sula,Nurses,1531,Sula,2024,60.0,15
1531 Sula,Nursing professionals,1531,Sula,2024,13.0,15
1532 Giske,Nurses,1532,Giske,2024,36.0,15
1532 Giske,Nursing professionals,1532,Giske,2024,9.0,15
1535 Vestnes,Nurses,1535,Vestnes,2024,38.0,15
1535 Vestnes,Nursing professionals,1535,Vestnes,2024,9.0,15
1539 Rauma,Nurses,1539,Rauma,2024,31.0,15
1539 Rauma,Nursing professionals,1539,Rauma,2024,7.0,15
1547 Aukra,Nurses,1547,Aukra,2024,20.0,15
1547 Aukra,Nursing professionals,1547,Aukra,2024,11.0,15
1554 Averøy,Nurses,1554,Averøy,2024,34.0,15
1554 Averøy,Nursing professionals,1554,Averøy,2024,7.0,15
1557 Gjemnes,Nurses,1557,Gjemnes,2024,20.0,15
1557 Gjemnes,Nursing professionals,1557,Gjemnes,2024,4.0,15
1560 Tingvoll,Nurses,1560,Tingvoll,2024,15.0,15
1560 Tingvoll,Nursing professionals,1560,Tingvoll,2024,6.0,15
1563 Sunndal,Nurses,1563,Sunndal,2024,45.0,15
1563 Sunndal,Nursing professionals,1563,Sunndal,2024,3.0,15
1566 Surnadal,Nurses,1566,Surnadal,2024,34.0,15
1566 Surnadal,Nursing professionals,1566,Surnadal,2024,8.0,15
1573 Smøla,Nurses,1573,Smøla,2024,13.0,15
1573 Smøla,Nursing professionals,1573,Smøla,2024,1.0,15
1576 Aure,Nurses,1576,Aure,2024,28.0,15
1576 Aure,Nursing professionals,1576,Aure,2024,2.0,15
1577 Volda,Nurses,1577,Volda,2024,54.0,15
1577 Volda,Nursing professionals,1577,Volda,2024,6.0,15
1578 Fjord,Nurses,1578,Fjord,2024,23.0,15
1578 Fjord,Nursing professionals,1578,Fjord,2024,1.0,15
1579 Hustadvika,Nurses,1579,Hustadvika,2024,69.0,15
1579 Hustadvika,Nursing professionals,1579,Hustadvika,2024,20.0,15
1580 Haram,Nurses,1580,Haram,2024,52.0,15
1580 Haram,Nursing professionals,1580,Haram,2024,7.0,15
5001 Trondheim - Tråante,Nurses,5001,Trondheim - Tråante,2024,659.0,50
5001 Trondheim - Tråante,Nursing professionals,5001,Trondheim - Tråante,2024,34.0,50
5006 Steinkjer - Stïentje,Nurses,5006,Steinkjer - Stïentje,2024,154.0,50
5006 Steinkjer - Stïentje,Nursing professionals,5006,Steinkjer - Stïentje,2024,15.0,50
5007 Namsos - Nåavmesjenjaelmie,Nurses,5007,Namsos - Nåavmesjenjaelmie,2024,75.0,50
5007 Namsos - Nåavmesjenjaelmie,Nursing professionals,5007,Namsos - Nåavmesjenjaelmie,2024,30.0,50
5014 Frøya,Nurses,5014,Frøya,2024,13.0,50
5014 Frøya,Nursing professionals,5014,Frøya,2024,4.0,50
5020 Osen,Nurses,5020,Osen,2024,4.0,50
5020 Osen,Nursing professionals,5020,Osen,2024,,50
5021 Oppdal,Nurses,5021,Oppdal,2024,36.0,50
5021 Oppdal,Nursing professionals,5021,Oppdal,2024,6.0,50
5022 Rennebu,Nurses,5022,Rennebu,2024,15.0,50
5022 Rennebu,Nursing professionals,5022,Rennebu,2024,6.0,50
5025 Røros - Rosse,Nurses,5025,Røros - Rosse,2024,20.0,50
5025 Røros - Rosse,Nursing professionals,5025,Røros - Rosse,2024,5.0,50
5026 Holtålen,Nurses,5026,Holtålen,2024,11.0,50
5026 Holtålen,Nursing professionals,5026,Holtålen,2024,3.0,50
5027 Midtre Gauldal,Nurses,5027,Midtre Gauldal,2024,34.0,50
5027 Midtre Gauldal,Nursing professionals,5027,Midtre Gauldal,2024,2.0,50
5028 Melhus,Nurses,5028,Melhus,2024,54.0,50
5028 Melhus,Nursing professionals,5028,Melhus,2024,10.0,50
5029 Skaun,Nurses,5029,Skaun,2024,26.0,50
5029 Skaun,Nursing professionals,5029,Skaun,2024,5.0,50
5031 Malvik,Nurses,5031,Malvik,2024,57.0,50
5031 Malvik,Nursing professionals,5031,Malvik,2024,14.0,50
5032 Selbu,Nurses,5032,Selbu,2024,25.0,50
5032 Selbu,Nursing professionals,5032,Selbu,2024,5.0,50
5033 Tydal,Nurses,5033,Tydal,2024,7.0,50
