County,Sex,Age,Age_num,County_code,County_name,Year,Population
F-50 Trøndelag - Trööndelage,M,17 years,17,F-50,Trøndelag,2016,2961
F-50 Trøndelag - Trööndelage,M,18 years,18,F-50,Trøndelag,2016,3045
F-50 Trøndelag - Trööndelage,M,19 years,19,F-50,Trøndelag,2016,3118
F-50 Trøndelag - Trööndelage,M,20 years,20,F-50,Trøndelag,2016,3173
F-50 Trøndelag - Trööndelage,M,21 years,21,F-50,Trøndelag,2016,3485
F-50 Trøndelag - Trööndelage,M,22 years,22,F-50,Trøndelag,2016,3532
F-50 Trøndelag - Trööndelage,M,23 years,23,F-50,Trøndelag,2016,3632
F-50 Trøndelag - Trööndelage,M,24 years,24,F-50,Trøndelag,2016,3705
F-50 Trøndelag - Trööndelage,M,25 years,25,F-50,Trøndelag,2016,3639
F-50 Trøndelag - Trööndelage,M,26 years,26,F-50,Trøndelag,2016,3607
F-50 Trøndelag - Trööndelage,M,27 years,27,F-50,Trøndelag,2016,3517
F-50 Trøndelag - Trööndelage,M,28 years,28,F-50,Trøndelag,2016,3269
F-50 Trøndelag - Trööndelage,M,29 years,29,F-50,Trøndelag,2016,3339
F-50 Trøndelag - Trööndelage,M,30 years,30,F-50,Trøndelag,2016,3088
F-50 Trøndelag - Trööndelage,M,31 years,31,F-50,Trøndelag,2016,2987
F-50 Trøndelag - Trööndelage,M,32 years,32,F-50,Trøndelag,2016,3039
F-50 Trøndelag - Trööndelage,M,33 years,33,F-50,Trøndelag,2016,2995
F-50 Trøndelag - Trööndelage,M,34 years,34,F-50,Trøndelag,2016,2924
F-50 Trøndelag - Trööndelage,M,35 years,35,F-50,Trøndelag,2016,2987
F-50 Trøndelag - Trööndelage,M,36 years,36,F-50,Trøndelag,2016,3000
F-50 Trøndelag - Trööndelage,M,37 years,37,F-50,Trøndelag,2016,2882
F-50 Trøndelag - Trööndelage,M,38 years,38,F-50,Trøndelag,2016,2832
F-50 Trøndelag - Trööndelage,M,39 years,39,F-50,Trøndelag,2016,2842
F-50 Trøndelag - Trööndelage,M,40 years,40,F-50,Trøndelag,2016,2879
F-50 Trøndelag - Trööndelage,M,41 years,41,F-50,Trøndelag,2016,3126
F-50 Trøndelag - Trööndelage,M,42 years,42,F-50,Trøndelag,2016,3216
F-50 Trøndelag - Trööndelage,M,43 years,43,F-50,Trøndelag,2016,3262
F-50 Trøndelag - Trööndelage,M,44 years,44,F-50,Trøndelag,2016,3280
F-50 Trøndelag - Trööndelage,M,45 years,45,F-50,Trøndelag,2016,3131
F-50 Trøndelag - Trööndelage,M,46 years,46,F-50,Trøndelag,2016,3315
F-50 Trøndelag - Trööndelage,M,47 years,47,F-50,Trøndelag,2016,3351
F-50 Trøndelag - Trööndelage,M,48 years,48,F-50,Trøndelag,2016,3138
F-50 Trøndelag - Trööndelage,M,49 years,49,F-50,Trøndelag,2016,3268
F-50 Trøndelag - Trööndelage,M,50 years,50,F-50,Trøndelag,2016,3255
F-50 Trøndelag - Trööndelage,M,51 years,51,F-50,Trøndelag,2016,3068
F-50 Trøndelag - Trööndelage,M,52 years,52,F-50,Trøndelag,2016,2987
F-50 Trøndelag - Trööndelage,M,53 years,53,F-50,Trøndelag,2016,2954
F-50 Trøndelag - Trööndelage,M,54 years,54,F-50,Trøndelag,2016,2773
F-50 Trøndelag - Trööndelage,M,55 years,55,F-50,Trøndelag,2016,2701
F-50 Trøndelag - Trööndelage,M,56 years,56,F-50,Trøndelag,2016,2816
F-50 Trøndelag - Trööndelage,M,57 years,57,F-50,Trøndelag,2016,2849
F-50 Trøndelag - Trööndelage,M,58 years,58,F-50,Trøndelag,2016,2775
F-50 Trøndelag - Trööndelage,M,59 years,59,F-50,Trøndelag,2016,2749
F-50 Trøndelag - Trööndelage,M,60 years,60,F-50,Trøndelag,2016,2683
F-50 Trøndelag - Trööndelage,M,61 years,61,F-50,Trøndelag,2016,2627
F-50 Trøndelag - Trööndelage,M,62 years,62,F-50,Trøndelag,2016,2514
F-50 Trøndelag - Trööndelage,M,63 years,63,F-50,Trøndelag,2016,2581
F-50 Trøndelag - Trööndelage,M,64 years,64,F-50,Trøndelag,2016,2548
F-50 Trøndelag - Trööndelage,M,65 years,65,F-50,Trøndelag,2016,2453
F-50 Trøndelag - Trööndelage,M,66 years,66,F-50,Trøndelag,2016,2468
F-50 Trøndelag - Trööndelage,M,67 years,67,F-50,Trøndelag,2016,2500
F-50 Trøndelag - Trööndelage,M,68 years,68,F-50,Trøndelag,2016,2385
F-50 Trøndelag - Trööndelage,M,69 years,69,F-50,Trøndelag,2016,2429
F-50 Trøndelag - Trööndelage,M,70 years,70,F-50,Trøndelag,2016,2228
F-50 Trøndelag - Trööndelage,M,71 years,71,F-50,Trøndelag,2016,2045
F-50 Trøndelag - Trööndelage,M,72 years,72,F-50,Trøndelag,2016,1936
F-50 Trøndelag - Trööndelage,M,73 years,73,F-50,Trøndelag,2016,1727
F-50 Trøndelag - Trööndelage,M,74 years,74,F-50,Trøndelag,2016,1539
F-50 Trøndelag - Trööndelage,M,75 years,75,F-50,Trøndelag,2016,1410
F-50 Trøndelag - Trööndelage,M,76 years,76,F-50,Trøndelag,2016,1281
F-50 Trøndelag - Trööndelage,M,77 years,77,F-50,Trøndelag,2016,1183
F-50 Trøndelag - Trööndelage,M,78 years,78,F-50,Trøndelag,2016,1078
F-50 Trøndelag - Trööndelage,M,79 years,79,F-50,Trøndelag,2016,998
F-50 Trøndelag - Trööndelage,M,80 years,80,F-50,Trøndelag,2016,878
F-50 Trøndelag - Trööndelage,M,81 years,81,F-50,Trøndelag,2016,871
F-50 Trøndelag - Trööndelage,M,82 years,82,F-50,Trøndelag,2016,804
F-50 Trøndelag - Trööndelage,M,83 years,83,F-50,Trøndelag,2016,746
F-50 Trøndelag - Trööndelage,M,84 years,84,F-50,Trøndelag,2016,660
F-50 Trøndelag - Trööndelage,M,85 years,85,F-50,Trøndelag,2016,628
F-50 Trøndelag - Trööndelage,M,86 years,86,F-50,Trøndelag,2016,554
F-50 Trøndelag - Trööndelage,M,87 years,87,F-50,Trøndelag,2016,490
F-50 Trøndelag - Trööndelage,M,88 years,88,F-50,Trøndelag,2016,414
F-50 Trøndelag - Trööndelage,M,89 years,89,F-50,Trøndelag,2016,358
F-50 Trøndelag - Trööndelage,M,90 years,90,F-50,Trøndelag,2016,270
F-50 Trøndelag - Trööndelage,M,91 years,91,F-50,Trøndelag,2016,240
F-50 Trøndelag - Trööndelage,M,92 years,92,F-50,Trøndelag,2016,181
F-50 Trøndelag - Trööndelage,M,93 years,93,F-50,Trøndelag,2016,115
F-50 Trøndelag - Trööndelage,M,94 years,94,F-50,Trøndelag,2016,66
F-50 Trøndelag - Trööndelage,M,95 years,95,F-50,Trøndelag,2016,65
F-50 Trøndelag - Trööndelage,M,96 years,96,F-50,Trøndelag,2016,34
F-50 Trøndelag - Trööndelage,M,97 years,97,F-50,Trøndelag,2016,28
F-50 Trøndelag - Trööndelage,M,98 years,98,F-50,Trøndelag,2016,13
F-50 Trøndelag - Trööndelage,M,99 years,99,F-50,Trøndelag,2016,7
F-50 Trøndelag - Trööndelage,M,100 years,100,F-50,Trøndelag,2016,3
F-50 Trøndelag - Trööndelage,M,101 years,101,F-50,Trøndelag,2016,5
F-50 Trøndelag - Trööndelage,M,102 years,102,F-50,Trøndelag,2016,1
F-50 Trøndelag - Trööndelage,M,103 years,103,F-50,Trøndelag,2016,1
F-50 Trøndelag - Trööndelage,M,104 years,104,F-50,Trøndelag,2016,0
F-50 Trøndelag - Trööndelage,M,105 years or older,105,F-50,Trøndelag,2016,0
F-15 Møre og Romsdal,F,0 years,0,F-15,Møre og Romsdal,2017,1354
F-15 Møre og Romsdal,F,1 year,1,F-15,Møre og Romsdal,2017,1403
F-15 Møre og Romsdal,F,2 years,2,F-15,Møre og Romsdal,2017,1355
F-15 Møre og Romsdal,F,3 years,3,F-15,Møre og Romsdal,2017,1443
F-15 Møre og Romsdal,F,4 years,4,F-15,Møre og Romsdal,2017,1520
F-15 Møre og Romsdal,F,5 years,5,F-15,Møre og Romsdal,2017,1543
F-15 Møre og Romsdal,F,6 years,6,F-15,Møre og Romsdal,2017,1560
F-15 Møre og Romsdal,F,7 years,7,F-15,Møre og Romsdal,2017,1617
F-15 Møre og Romsdal,F,8 years,8,F-15,Møre og Romsdal,2017,1580
F-15 Møre og Romsdal,F,9 years,9,F-15,Møre og Romsdal,2017,1587
F-15 Møre og Romsdal,F,10 years,10,F-15,Møre og Romsdal,2017,1581
F-15 Møre og Romsdal,F,11 years,11,F-15,Møre og Romsdal,2017,1594
F-15 Møre og Romsdal,F,12 years,12,F-15,Møre og Romsdal,2017,1637
F-15 Møre og Romsdal,F,13 years,13,F-15,Møre og Romsdal,2017,1583
F-15 Møre og Romsdal,F,14 years,14,F-15,Møre og Romsdal,2017,1580
F-15 Møre og Romsdal,F,15 years,15,F-15,Møre og Romsdal,2017,1653
F-15 Møre og Romsdal,F,16 years,16,F-15,Møre og Romsdal,2017,1642
F-15 Møre og Romsdal,F,17 years,17,F-15,Møre og Romsdal,2017,1740
F-15 Møre og Romsdal,F,18 years,18,F-15,Møre og Romsdal,2017,1634
F-15 Møre og Romsdal,F,19 years,19,F-15,Møre og Romsdal,2017,1696
F-15 Møre og Romsdal,F,20 years,20,F-15,Møre og Romsdal,2017,1677
F-15 Møre og Romsdal,F,21 years,21,F-15,Møre og Romsdal,2017,1542
F-15 Møre og Romsdal,F,22 years,22,F-15,Møre og Romsdal,2017,1596
F-15 Møre og Romsdal,F,23 years,23,F-15,Møre og Romsdal,2017,1524
F-15 Møre og Romsdal,F,24 years,24,F-15,Møre og Romsdal,2017,1524
F-15 Møre og Romsdal,F,25 years,25,F-15,Møre og Romsdal,2017,1591
F-15 Møre og Romsdal,F,26 years,26,F-15,Møre og Romsdal,2017,1548
F-15 Møre og Romsdal,F,27 years,27,F-15,Møre og Romsdal,2017,1560
F-15 Møre og Romsdal,F,28 years,28,F-15,Møre og Romsdal,2017,1507
F-15 Møre og Romsdal,F,29 years,29,F-15,Møre og Romsdal,2017,1518
F-15 Møre og Romsdal,F,30 years,30,F-15,Møre og Romsdal,2017,1507
F-15 Møre og Romsdal,F,31 years,31,F-15,Møre og Romsdal,2017,1526
F-15 Møre og Romsdal,F,32 years,32,F-15,Møre og Romsdal,2017,1550
F-15 Møre og Romsdal,F,33 years,33,F-15,Møre og Romsdal,2017,1575
F-15 Møre og Romsdal,F,34 years,34,F-15,Møre og Romsdal,2017,1536
F-15 Møre og Romsdal,F,35 years,35,F-15,Møre og Romsdal,2017,1518
F-15 Møre og Romsdal,F,36 years,36,F-15,Møre og Romsdal,2017,1552
F-15 Møre og Romsdal,F,37 years,37,F-15,Møre og Romsdal,2017,1548
F-15 Møre og Romsdal,F,38 years,38,F-15,Møre og Romsdal,2017,1506
F-15 Møre og Romsdal,F,39 years,39,F-15,Møre og Romsdal,2017,1505
F-15 Møre og Romsdal,F,40 years,40,F-15,Møre og Romsdal,2017,1506
F-15 Møre og Romsdal,F,41 years,41,F-15,Møre og Romsdal,2017,1508
F-15 Møre og Romsdal,F,42 years,42,F-15,Møre og Romsdal,2017,1653
F-15 Møre og Romsdal,F,43 years,43,F-15,Møre og Romsdal,2017,1587
F-15 Møre og Romsdal,F,44 years,44,F-15,Møre og Romsdal,2017,1732
F-15 Møre og Romsdal,F,45 years,45,F-15,Møre og Romsdal,2017,1774
F-15 Møre og Romsdal,F,46 years,46,F-15,Møre og Romsdal,2017,1780
F-15 Møre og Romsdal,F,47 years,47,F-15,Møre og Romsdal,2017,1869
F-15 Møre og Romsdal,F,48 years,48,F-15,Møre og Romsdal,2017,1847
F-15 Møre og Romsdal,F,49 years,49,F-15,Møre og Romsdal,2017,1713
F-15 Møre og Romsdal,F,50 years,50,F-15,Møre og Romsdal,2017,1677
F-15 Møre og Romsdal,F,51 years,51,F-15,Møre og Romsdal,2017,1612
F-15 Møre og Romsdal,F,52 years,52,F-15,Møre og Romsdal,2017,1594
F-15 Møre og Romsdal,F,53 years,53,F-15,Møre og Romsdal,2017,1553
F-15 Møre og Romsdal,F,54 years,54,F-15,Møre og Romsdal,2017,1562
F-15 Møre og Romsdal,F,55 years,55,F-15,Møre og Romsdal,2017,1615
F-15 Møre og Romsdal,F,56 years,56,F-15,Møre og Romsdal,2017,1646
F-15 Møre og Romsdal,F,57 years,57,F-15,Møre og Romsdal,2017,1639
F-15 Møre og Romsdal,F,58 years,58,F-15,Møre og Romsdal,2017,1634
F-15 Møre og Romsdal,F,59 years,59,F-15,Møre og Romsdal,2017,1601
F-15 Møre og Romsdal,F,60 years,60,F-15,Møre og Romsdal,2017,1752
F-15 Møre og Romsdal,F,61 years,61,F-15,Møre og Romsdal,2017,1602
F-15 Møre og Romsdal,F,62 years,62,F-15,Møre og Romsdal,2017,1622
F-15 Møre og Romsdal,F,63 years,63,F-15,Møre og Romsdal,2017,1569
F-15 Møre og Romsdal,F,64 years,64,F-15,Møre og Romsdal,2017,1596
F-15 Møre og Romsdal,F,65 years,65,F-15,Møre og Romsdal,2017,1445
F-15 Møre og Romsdal,F,66 years,66,F-15,Møre og Romsdal,2017,1560
F-15 Møre og Romsdal,F,67 years,67,F-15,Møre og Romsdal,2017,1469
F-15 Møre og Romsdal,F,68 years,68,F-15,Møre og Romsdal,2017,1452
F-15 Møre og Romsdal,F,69 years,69,F-15,Møre og Romsdal,2017,1447
F-15 Møre og Romsdal,F,70 years,70,F-15,Møre og Romsdal,2017,1444
F-15 Møre og Romsdal,F,71 years,71,F-15,Møre og Romsdal,2017,1321
F-15 Møre og Romsdal,F,72 years,72,F-15,Møre og Romsdal,2017,1286
F-15 Møre og Romsdal,F,73 years,73,F-15,Møre og Romsdal,2017,1140
F-15 Møre og Romsdal,F,74 years,74,F-15,Møre og Romsdal,2017,1026
F-15 Møre og Romsdal,F,75 years,75,F-15,Møre og Romsdal,2017,936
F-15 Møre og Romsdal,F,76 years,76,F-15,Møre og Romsdal,2017,857
F-15 Møre og Romsdal,F,77 years,77,F-15,Møre og Romsdal,2017,884
F-15 Møre og Romsdal,F,78 years,78,F-15,Møre og Romsdal,2017,761
F-15 Møre og Romsdal,F,79 years,79,F-15,Møre og Romsdal,2017,760
F-15 Møre og Romsdal,F,80 years,80,F-15,Møre og Romsdal,2017,721
F-15 Møre og Romsdal,F,81 years,81,F-15,Møre og Romsdal,2017,697
F-15 Møre og Romsdal,F,82 years,82,F-15,Møre og Romsdal,2017,669
F-15 Møre og Romsdal,F,83 years,83,F-15,Møre og Romsdal,2017,662
F-15 Møre og Romsdal,F,84 years,84,F-15,Møre og Romsdal,2017,655
F-15 Møre og Romsdal,F,85 years,85,F-15,Møre og Romsdal,2017,587
F-15 Møre og Romsdal,F,86 years,86,F-15,Møre og Romsdal,2017,621
F-15 Møre og Romsdal,F,87 years,87,F-15,Møre og Romsdal,2017,527
F-15 Møre og Romsdal,F,88 years,88,F-15,Møre og Romsdal,2017,552
F-15 Møre og Romsdal,F,89 years,89,F-15,Møre og Romsdal,2017,473
F-15 Møre og Romsdal,F,90 years,90,F-15,Møre og Romsdal,2017,409
F-15 Møre og Romsdal,F,91 years,91,F-15,Møre og Romsdal,2017,343
F-15 Møre og Romsdal,F,92 years,92,F-15,Møre og Romsdal,2017,317
F-15 Møre og Romsdal,F,93 years,93,F-15,Møre og Romsdal,2017,242
F-15 Møre og Romsdal,F,94 years,94,F-15,Møre og Romsdal,2017,197
F-15 Møre og Romsdal,F,95 years,95,F-15,Møre og Romsdal,2017,168
F-15 Møre og Romsdal,F,96 years,96,F-15,Møre og Romsdal,2017,112
F-15 Møre og Romsdal,F,97 years,97,F-15,Møre og Romsdal,2017,92
F-15 Møre og Romsdal,F,98 years,98,F-15,Møre og Romsdal,2017,47
F-15 Møre og Romsdal,F,99 years,99,F-15,Møre og Romsdal,2017,22
F-15 Møre og Romsdal,F,100 years,100,F-15,Møre og Romsdal,2017,34
F-15 Møre og Romsdal,F,101 years,101,F-15,Møre og Romsdal,2017,14
F-15 Møre og Romsdal,F,102 years,102,F-15,Møre og Romsdal,2017,9
F-15 Møre og Romsdal,F,103 years,103,F-15,Møre og Romsdal,2017,3
F-15 Møre og Romsdal,F,104 years,104,F-15,Møre og Romsdal,2017,2
F-15 Møre og Romsdal,F,105 years or older,105,F-15,Møre og Romsdal,2017,0
F-15 Møre og Romsdal,M,0 years,0,F-15,Møre og Romsdal,2017,1413
F-15 Møre og Romsdal,M,1 year,1,F-15,Møre og Romsdal,2017,1419
F-15 Møre og Romsdal,M,2 years,2,F-15,Møre og Romsdal,2017,1476
F-15 Møre og Romsdal,M,3 years,3,F-15,Møre og Romsdal,2017,1521
F-15 Møre og Romsdal,M,4 years,4,F-15,Møre og Romsdal,2017,1551
F-15 Møre og Romsdal,M,5 years,5,F-15,Møre og Romsdal,2017,1615
F-15 Møre og Romsdal,M,6 years,6,F-15,Møre og Romsdal,2017,1575
F-15 Møre og Romsdal,M,7 years,7,F-15,Møre og Romsdal,2017,1741
F-15 Møre og Romsdal,M,8 years,8,F-15,Møre og Romsdal,2017,1646
F-15 Møre og Romsdal,M,9 years,9,F-15,Møre og Romsdal,2017,1685
F-15 Møre og Romsdal,M,10 years,10,F-15,Møre og Romsdal,2017,1602
F-15 Møre og Romsdal,M,11 years,11,F-15,Møre og Romsdal,2017,1611
F-15 Møre og Romsdal,M,12 years,12,F-15,Møre og Romsdal,2017,1713
F-15 Møre og Romsdal,M,13 years,13,F-15,Møre og Romsdal,2017,1713
F-15 Møre og Romsdal,M,14 years,14,F-15,Møre og Romsdal,2017,1603
F-15 Møre og Romsdal,M,15 years,15,F-15,Møre og Romsdal,2017,1727
F-15 Møre og Romsdal,M,16 years,16,F-15,Møre og Romsdal,2017,1805
F-15 Møre og Romsdal,M,17 years,17,F-15,Møre og Romsdal,2017,1839
F-15 Møre og Romsdal,M,18 years,18,F-15,Møre og Romsdal,2017,1802
F-15 Møre og Romsdal,M,19 years,19,F-15,Møre og Romsdal,2017,1791
F-15 Møre og Romsdal,M,20 years,20,F-15,Møre og Romsdal,2017,1852
F-15 Møre og Romsdal,M,21 years,21,F-15,Møre og Romsdal,2017,1788
F-15 Møre og Romsdal,M,22 years,22,F-15,Møre og Romsdal,2017,1773
F-15 Møre og Romsdal,M,23 years,23,F-15,Møre og Romsdal,2017,1703
F-15 Møre og Romsdal,M,24 years,24,F-15,Møre og Romsdal,2017,1652
F-15 Møre og Romsdal,M,25 years,25,F-15,Møre og Romsdal,2017,1788
F-15 Møre og Romsdal,M,26 years,26,F-15,Møre og Romsdal,2017,1735
F-15 Møre og Romsdal,M,27 years,27,F-15,Møre og Romsdal,2017,1714
F-15 Møre og Romsdal,M,28 years,28,F-15,Møre og Romsdal,2017,1748
F-15 Møre og Romsdal,M,29 years,29,F-15,Møre og Romsdal,2017,1660
F-15 Møre og Romsdal,M,30 years,30,F-15,Møre og Romsdal,2017,1747
F-15 Møre og Romsdal,M,31 years,31,F-15,Møre og Romsdal,2017,1690
F-15 Møre og Romsdal,M,32 years,32,F-15,Møre og Romsdal,2017,1768
F-15 Møre og Romsdal,M,33 years,33,F-15,Møre og Romsdal,2017,1771
F-15 Møre og Romsdal,M,34 years,34,F-15,Møre og Romsdal,2017,1688
F-15 Møre og Romsdal,M,35 years,35,F-15,Møre og Romsdal,2017,1662
F-15 Møre og Romsdal,M,36 years,36,F-15,Møre og Romsdal,2017,1707
F-15 Møre og Romsdal,M,37 years,37,F-15,Møre og Romsdal,2017,1728
F-15 Møre og Romsdal,M,38 years,38,F-15,Møre og Romsdal,2017,1600
F-15 Møre og Romsdal,M,39 years,39,F-15,Møre og Romsdal,2017,1606
F-15 Møre og Romsdal,M,40 years,40,F-15,Møre og Romsdal,2017,1688
F-15 Møre og Romsdal,M,41 years,41,F-15,Møre og Romsdal,2017,1619
F-15 Møre og Romsdal,M,42 years,42,F-15,Møre og Romsdal,2017,1804
F-15 Møre og Romsdal,M,43 years,43,F-15,Møre og Romsdal,2017,1908
F-15 Møre og Romsdal,M,44 years,44,F-15,Møre og Romsdal,2017,1953
F-15 Møre og Romsdal,M,45 years,45,F-15,Møre og Romsdal,2017,1884
F-15 Møre og Romsdal,M,46 years,46,F-15,Møre og Romsdal,2017,1926
F-15 Møre og Romsdal,M,47 years,47,F-15,Møre og Romsdal,2017,1966
F-15 Møre og Romsdal,M,48 years,48,F-15,Møre og Romsdal,2017,1981
F-15 Møre og Romsdal,M,49 years,49,F-15,Møre og Romsdal,2017,1963
F-15 Møre og Romsdal,M,50 years,50,F-15,Møre og Romsdal,2017,1816
F-15 Møre og Romsdal,M,51 years,51,F-15,Møre og Romsdal,2017,1814
F-15 Møre og Romsdal,M,52 years,52,F-15,Møre og Romsdal,2017,1746
F-15 Møre og Romsdal,M,53 years,53,F-15,Møre og Romsdal,2017,1748
F-15 Møre og Romsdal,M,54 years,54,F-15,Møre og Romsdal,2017,1723
F-15 Møre og Romsdal,M,55 years,55,F-15,Møre og Romsdal,2017,1697
F-15 Møre og Romsdal,M,56 years,56,F-15,Møre og Romsdal,2017,1662
F-15 Møre og Romsdal,M,57 years,57,F-15,Møre og Romsdal,2017,1744
F-15 Møre og Romsdal,M,58 years,58,F-15,Møre og Romsdal,2017,1750
F-15 Møre og Romsdal,M,59 years,59,F-15,Møre og Romsdal,2017,1712
F-15 Møre og Romsdal,M,60 years,60,F-15,Møre og Romsdal,2017,1755
F-15 Møre og Romsdal,M,61 years,61,F-15,Møre og Romsdal,2017,1694
F-15 Møre og Romsdal,M,62 years,62,F-15,Møre og Romsdal,2017,1690
F-15 Møre og Romsdal,M,63 years,63,F-15,Møre og Romsdal,2017,1619
F-15 Møre og Romsdal,M,64 years,64,F-15,Møre og Romsdal,2017,1680
F-15 Møre og Romsdal,M,65 years,65,F-15,Møre og Romsdal,2017,1632
F-15 Møre og Romsdal,M,66 years,66,F-15,Møre og Romsdal,2017,1486
F-15 Møre og Romsdal,M,67 years,67,F-15,Møre og Romsdal,2017,1557
F-15 Møre og Romsdal,M,68 years,68,F-15,Møre og Romsdal,2017,1575
F-15 Møre og Romsdal,M,69 years,69,F-15,Møre og Romsdal,2017,1468
F-15 Møre og Romsdal,M,70 years,70,F-15,Møre og Romsdal,2017,1489
F-15 Møre og Romsdal,M,71 years,71,F-15,Møre og Romsdal,2017,1383
F-15 Møre og Romsdal,M,72 years,72,F-15,Møre og Romsdal,2017,1224
F-15 Møre og Romsdal,M,73 years,73,F-15,Møre og Romsdal,2017,1104
F-15 Møre og Romsdal,M,74 years,74,F-15,Møre og Romsdal,2017,968
F-15 Møre og Romsdal,M,75 years,75,F-15,Møre og Romsdal,2017,828
F-15 Møre og Romsdal,M,76 years,76,F-15,Møre og Romsdal,2017,848
F-15 Møre og Romsdal,M,77 years,77,F-15,Møre og Romsdal,2017,797
F-15 Møre og Romsdal,M,78 years,78,F-15,Møre og Romsdal,2017,667
F-15 Møre og Romsdal,M,79 years,79,F-15,Møre og Romsdal,2017,608
F-15 Møre og Romsdal,M,80 years,80,F-15,Møre og Romsdal,2017,575
F-15 Møre og Romsdal,M,81 years,81,F-15,Møre og Romsdal,2017,551
F-15 Møre og Romsdal,M,82 years,82,F-15,Møre og Romsdal,2017,531
F-15 Møre og Romsdal,M,83 years,83,F-15,Møre og Romsdal,2017,445
F-15 Møre og Romsdal,M,84 years,84,F-15,Møre og Romsdal,2017,477
F-15 Møre og Romsdal,M,85 years,85,F-15,Møre og Romsdal,2017,447
F-15 Møre og Romsdal,M,86 years,86,F-15,Møre og Romsdal,2017,376
F-15 Møre og Romsdal,M,87 years,87,F-15,Møre og Romsdal,2017,329
F-15 Møre og Romsdal,M,88 years,88,F-15,Møre og Romsdal,2017,299
F-15 Møre og Romsdal,M,89 years,89,F-15,Møre og Romsdal,2017,221
F-15 Møre og Romsdal,M,90 years,90,F-15,Møre og Romsdal,2017,197
F-15 Møre og Romsdal,M,91 years,91,F-15,Møre og Romsdal,2017,165
F-15 Møre og Romsdal,M,92 years,92,F-15,Møre og Romsdal,2017,127
F-15 Møre og Romsdal,M,93 years,93,F-15,Møre og Romsdal,2017,85
F-15 Møre og Romsdal,M,94 years,94,F-15,Møre og Romsdal,2017,75
F-15 Møre og Romsdal,M,95 years,95,F-15,Møre og Romsdal,2017,45
F-15 Møre og Romsdal,M,96 years,96,F-15,Møre og Romsdal,2017,30
F-15 Møre og Romsdal,M,97 years,97,F-15,Møre og Romsdal,2017,23
F-15 Møre og Romsdal,M,98 years,98,F-15,Møre og Romsdal,2017,11
F-15 Møre og Romsdal,M,99 years,99,F-15,Møre og Romsdal,2017,8
F-15 Møre og Romsdal,M,100 years,100,F-15,Møre og Romsdal,2017,5
F-15 Møre og Romsdal,M,101 years,101,F-15,Møre og Romsdal,2017,3
F-15 Møre og Romsdal,M,102 years,102,F-15,Møre og Romsdal,2017,0
F-15 Møre og Romsdal,M,103 years,103,F-15,Møre og Romsdal,2017,0
F-15 Møre og Romsdal,M,104 years,104,F-15,Møre og Romsdal,2017,0
F-15 Møre og Romsdal,M,105 years or older,105,F-15,Møre og Romsdal,2017,0
F-50 Trøndelag - Trööndelage,F,0 years,0,F-50,Trøndelag,2017,2447
F-50 Trøndelag - Trööndelage,F,1 year,1,F-50,Trøndelag,2017,2532
F-50 Trøndelag - Trööndelage,F,2 years,2,F-50,Trøndelag,2017,2579
F-50 Trøndelag - Trööndelage,F,3 years,3,F-50,Trøndelag,2017,2620
F-50 Trøndelag - Trööndelage,F,4 years,4,F-50,Trøndelag,2017,2566
F-50 Trøndelag - Trööndelage,F,5 years,5,F-50,Trøndelag,2017,2610
F-50 Trøndelag - Trööndelage,F,6 years,6,F-50,Trøndelag,2017,2757
F-50 Trøndelag - Trööndelage,F,7 years,7,F-50,Trøndelag,2017,2741
F-50 Trøndelag - Trööndelage,F,8 years,8,F-50,Trøndelag,2017,2702
F-50 Trøndelag - Trööndelage,F,9 years,9,F-50,Trøndelag,2017,2632
F-50 Trøndelag - Trööndelage,F,10 years,10,F-50,Trøndelag,2017,2614
F-50 Trøndelag - Trööndelage,F,11 years,11,F-50,Trøndelag,2017,2692
F-50 Trøndelag - Trööndelage,F,12 years,12,F-50,Trøndelag,2017,2571
F-50 Trøndelag - Trööndelage,F,13 years,13,F-50,Trøndelag,2017,2579
F-50 Trøndelag - Trööndelage,F,14 years,14,F-50,Trøndelag,2017,2509
F-50 Trøndelag - Trööndelage,F,15 years,15,F-50,Trøndelag,2017,2670
F-50 Trøndelag - Trööndelage,F,16 years,16,F-50,Trøndelag,2017,2761
F-50 Trøndelag - Trööndelage,F,17 years,17,F-50,Trøndelag,2017,2734
F-50 Trøndelag - Trööndelage,F,18 years,18,F-50,Trøndelag,2017,2838
F-50 Trøndelag - Trööndelage,F,19 years,19,F-50,Trøndelag,2017,2821
F-50 Trøndelag - Trööndelage,F,20 years,20,F-50,Trøndelag,2017,3242
F-50 Trøndelag - Trööndelage,F,21 years,21,F-50,Trøndelag,2017,3130
F-50 Trøndelag - Trööndelage,F,22 years,22,F-50,Trøndelag,2017,3278
F-50 Trøndelag - Trööndelage,F,23 years,23,F-50,Trøndelag,2017,3311
F-50 Trøndelag - Trööndelage,F,24 years,24,F-50,Trøndelag,2017,3320
F-50 Trøndelag - Trööndelage,F,25 years,25,F-50,Trøndelag,2017,3332
F-50 Trøndelag - Trööndelage,F,26 years,26,F-50,Trøndelag,2017,3343
F-50 Trøndelag - Trööndelage,F,27 years,27,F-50,Trøndelag,2017,3171
F-50 Trøndelag - Trööndelage,F,28 years,28,F-50,Trøndelag,2017,3177
F-50 Trøndelag - Trööndelage,F,29 years,29,F-50,Trøndelag,2017,2923
