Municipality,Sex,Age,Age_num,Municipality_code,Municipality_name,Year,Population,County_code
K-1505 Kristiansund,F,0 years,0,1505,Kristiansund,2015,111,15
K-1505 Kristiansund,F,1 year,1,1505,Kristiansund,2015,112,15
K-1505 Kristiansund,F,2 years,2,1505,Kristiansund,2015,124,15
K-1505 Kristiansund,F,3 years,3,1505,Kristiansund,2015,137,15
K-1505 Kristiansund,F,4 years,4,1505,Kristiansund,2015,160,15
K-1505 Kristiansund,F,5 years,5,1505,Kristiansund,2015,166,15
K-1505 Kristiansund,F,6 years,6,1505,Kristiansund,2015,146,15
K-1505 Kristiansund,F,7 years,7,1505,Kristiansund,2015,145,15
K-1505 Kristiansund,F,8 years,8,1505,Kristiansund,2015,139,15
K-1505 Kristiansund,F,9 years,9,1505,Kristiansund,2015,141,15
K-1505 Kristiansund,F,10 years,10,1505,Kristiansund,2015,129,15
K-1505 Kristiansund,F,11 years,11,1505,Kristiansund,2015,121,15
K-1505 Kristiansund,F,12 years,12,1505,Kristiansund,2015,133,15
K-1505 Kristiansund,F,13 years,13,1505,Kristiansund,2015,132,15
K-1505 Kristiansund,F,14 years,14,1505,Kristiansund,2015,136,15
K-1505 Kristiansund,F,15 years,15,1505,Kristiansund,2015,158,15
K-1505 Kristiansund,F,16 years,16,1505,Kristiansund,2015,138,15
K-1505 Kristiansund,F,17 years,17,1505,Kristiansund,2015,147,15
K-1505 Kristiansund,F,18 years,18,1505,Kristiansund,2015,146,15
K-1505 Kristiansund,F,19 years,19,1505,Kristiansund,2015,147,15
K-1505 Kristiansund,F,20 years,20,1505,Kristiansund,2015,141,15
K-1505 Kristiansund,F,21 years,21,1505,Kristiansund,2015,155,15
K-1505 Kristiansund,F,22 years,22,1505,Kristiansund,2015,153,15
K-1505 Kristiansund,F,23 years,23,1505,Kristiansund,2015,148,15
K-1505 Kristiansund,F,24 years,24,1505,Kristiansund,2015,171,15
K-1505 Kristiansund,F,25 years,25,1505,Kristiansund,2015,148,15
K-1505 Kristiansund,F,26 years,26,1505,Kristiansund,2015,149,15
K-1505 Kristiansund,F,27 years,27,1505,Kristiansund,2015,170,15
K-1505 Kristiansund,F,28 years,28,1505,Kristiansund,2015,153,15
K-1505 Kristiansund,F,29 years,29,1505,Kristiansund,2015,145,15
K-1505 Kristiansund,F,30 years,30,1505,Kristiansund,2015,152,15
K-1505 Kristiansund,F,31 years,31,1505,Kristiansund,2015,151,15
K-1505 Kristiansund,F,32 years,32,1505,Kristiansund,2015,133,15
K-1505 Kristiansund,F,33 years,33,1505,Kristiansund,2015,132,15
K-1505 Kristiansund,F,34 years,34,1505,Kristiansund,2015,141,15
K-1505 Kristiansund,F,35 years,35,1505,Kristiansund,2015,148,15
K-1505 Kristiansund,F,36 years,36,1505,Kristiansund,2015,138,15
K-1505 Kristiansund,F,37 years,37,1505,Kristiansund,2015,142,15
K-1505 Kristiansund,F,38 years,38,1505,Kristiansund,2015,136,15
K-1505 Kristiansund,F,39 years,39,1505,Kristiansund,2015,138,15
K-1505 Kristiansund,F,40 years,40,1505,Kristiansund,2015,157,15
K-1505 Kristiansund,F,41 years,41,1505,Kristiansund,2015,160,15
K-1505 Kristiansund,F,42 years,42,1505,Kristiansund,2015,161,15
K-1505 Kristiansund,F,43 years,43,1505,Kristiansund,2015,167,15
K-1505 Kristiansund,F,44 years,44,1505,Kristiansund,2015,179,15
K-1505 Kristiansund,F,45 years,45,1505,Kristiansund,2015,140,15
K-1505 Kristiansund,F,46 years,46,1505,Kristiansund,2015,191,15
K-1505 Kristiansund,F,47 years,47,1505,Kristiansund,2015,182,15
K-1505 Kristiansund,F,48 years,48,1505,Kristiansund,2015,164,15
K-1505 Kristiansund,F,49 years,49,1505,Kristiansund,2015,161,15
K-1505 Kristiansund,F,50 years,50,1505,Kristiansund,2015,157,15
K-1505 Kristiansund,F,51 years,51,1505,Kristiansund,2015,145,15
K-1505 Kristiansund,F,52 years,52,1505,Kristiansund,2015,150,15
K-1505 Kristiansund,F,53 years,53,1505,Kristiansund,2015,160,15
K-1505 Kristiansund,F,54 years,54,1505,Kristiansund,2015,138,15
K-1505 Kristiansund,F,55 years,55,1505,Kristiansund,2015,157,15
K-1505 Kristiansund,F,56 years,56,1505,Kristiansund,2015,167,15
K-1505 Kristiansund,F,57 years,57,1505,Kristiansund,2015,160,15
K-1505 Kristiansund,F,58 years,58,1505,Kristiansund,2015,161,15
K-1505 Kristiansund,F,59 years,59,1505,Kristiansund,2015,171,15
K-1505 Kristiansund,F,60 years,60,1505,Kristiansund,2015,184,15
K-1505 Kristiansund,F,61 years,61,1505,Kristiansund,2015,164,15
K-1505 Kristiansund,F,62 years,62,1505,Kristiansund,2015,166,15
K-1505 Kristiansund,F,63 years,63,1505,Kristiansund,2015,139,15
K-1505 Kristiansund,F,64 years,64,1505,Kristiansund,2015,137,15
K-1505 Kristiansund,F,65 years,65,1505,Kristiansund,2015,165,15
K-1505 Kristiansund,F,66 years,66,1505,Kristiansund,2015,149,15
K-1505 Kristiansund,F,67 years,67,1505,Kristiansund,2015,174,15
K-1505 Kristiansund,F,68 years,68,1505,Kristiansund,2015,153,15
K-1505 Kristiansund,F,69 years,69,1505,Kristiansund,2015,141,15
K-1505 Kristiansund,F,70 years,70,1505,Kristiansund,2015,146,15
K-1505 Kristiansund,F,71 years,71,1505,Kristiansund,2015,100,15
K-1505 Kristiansund,F,72 years,72,1505,Kristiansund,2015,95,15
K-1505 Kristiansund,F,73 years,73,1505,Kristiansund,2015,88,15
K-1505 Kristiansund,F,74 years,74,1505,Kristiansund,2015,83,15
K-1505 Kristiansund,F,75 years,75,1505,Kristiansund,2015,84,15
K-1505 Kristiansund,F,76 years,76,1505,Kristiansund,2015,69,15
K-1505 Kristiansund,F,77 years,77,1505,Kristiansund,2015,66,15
K-1505 Kristiansund,F,78 years,78,1505,Kristiansund,2015,62,15
K-1505 Kristiansund,F,79 years,79,1505,Kristiansund,2015,63,15
K-1505 Kristiansund,F,80 years,80,1505,Kristiansund,2015,67,15
K-1505 Kristiansund,F,81 years,81,1505,Kristiansund,2015,70,15
K-1505 Kristiansund,F,82 years,82,1505,Kristiansund,2015,72,15
K-1505 Kristiansund,F,83 years,83,1505,Kristiansund,2015,51,15
K-1505 Kristiansund,F,84 years,84,1505,Kristiansund,2015,60,15
K-1505 Kristiansund,F,85 years,85,1505,Kristiansund,2015,69,15
K-1505 Kristiansund,F,86 years,86,1505,Kristiansund,2015,52,15
K-1505 Kristiansund,F,87 years,87,1505,Kristiansund,2015,52,15
K-1505 Kristiansund,F,88 years,88,1505,Kristiansund,2015,38,15
K-1505 Kristiansund,F,89 years,89,1505,Kristiansund,2015,26,15
K-1505 Kristiansund,F,90 years,90,1505,Kristiansund,2015,46,15
K-1505 Kristiansund,F,91 years,91,1505,Kristiansund,2015,22,15
K-1505 Kristiansund,F,92 years,92,1505,Kristiansund,2015,22,15
K-1505 Kristiansund,F,93 years,93,1505,Kristiansund,2015,16,15
K-1505 Kristiansund,F,94 years,94,1505,Kristiansund,2015,11,15
K-1505 Kristiansund,F,95 years,95,1505,Kristiansund,2015,10,15
K-1505 Kristiansund,F,96 years,96,1505,Kristiansund,2015,10,15
K-1505 Kristiansund,F,97 years,97,1505,Kristiansund,2015,7,15
K-1505 Kristiansund,F,98 years,98,1505,Kristiansund,2015,3,15
K-1505 Kristiansund,F,99 years,99,1505,Kristiansund,2015,2,15
K-1505 Kristiansund,F,100 years,100,1505,Kristiansund,2015,2,15
K-1505 Kristiansund,F,101 years,101,1505,Kristiansund,2015,2,15
K-1505 Kristiansund,F,102 years,102,1505,Kristiansund,2015,0,15
K-1505 Kristiansund,F,103 years,103,1505,Kristiansund,2015,0,15
K-1505 Kristiansund,F,104 years,104,1505,Kristiansund,2015,0,15
K-1505 Kristiansund,F,105 years or older,105,1505,Kristiansund,2015,1,15
K-1505 Kristiansund,M,0 years,0,1505,Kristiansund,2015,123,15
K-1505 Kristiansund,M,1 year,1,1505,Kristiansund,2015,145,15
K-1505 Kristiansund,M,2 years,2,1505,Kristiansund,2015,147,15
K-1505 Kristiansund,M,3 years,3,1505,Kristiansund,2015,122,15
K-1505 Kristiansund,M,4 years,4,1505,Kristiansund,2015,135,15
K-1505 Kristiansund,M,5 years,5,1505,Kristiansund,2015,141,15
K-1505 Kristiansund,M,6 years,6,1505,Kristiansund,2015,138,15
K-1505 Kristiansund,M,7 years,7,1505,Kristiansund,2015,144,15
K-1505 Kristiansund,M,8 years,8,1505,Kristiansund,2015,129,15
K-1505 Kristiansund,M,9 years,9,1505,Kristiansund,2015,151,15
K-1505 Kristiansund,M,10 years,10,1505,Kristiansund,2015,143,15
K-1505 Kristiansund,M,11 years,11,1505,Kristiansund,2015,157,15
K-1505 Kristiansund,M,12 years,12,1505,Kristiansund,2015,149,15
K-1505 Kristiansund,M,13 years,13,1505,Kristiansund,2015,165,15
K-1505 Kristiansund,M,14 years,14,1505,Kristiansund,2015,162,15
K-1505 Kristiansund,M,15 years,15,1505,Kristiansund,2015,168,15
K-1505 Kristiansund,M,16 years,16,1505,Kristiansund,2015,151,15
K-1505 Kristiansund,M,17 years,17,1505,Kristiansund,2015,155,15
K-1505 Kristiansund,M,18 years,18,1505,Kristiansund,2015,169,15
K-1505 Kristiansund,M,19 years,19,1505,Kristiansund,2015,156,15
K-1505 Kristiansund,M,20 years,20,1505,Kristiansund,2015,154,15
K-1505 Kristiansund,M,21 years,21,1505,Kristiansund,2015,172,15
K-1505 Kristiansund,M,22 years,22,1505,Kristiansund,2015,173,15
K-1505 Kristiansund,M,23 years,23,1505,Kristiansund,2015,158,15
K-1505 Kristiansund,M,24 years,24,1505,Kristiansund,2015,163,15
K-1505 Kristiansund,M,25 years,25,1505,Kristiansund,2015,147,15
K-1505 Kristiansund,M,26 years,26,1505,Kristiansund,2015,190,15
K-1505 Kristiansund,M,27 years,27,1505,Kristiansund,2015,167,15
K-1505 Kristiansund,M,28 years,28,1505,Kristiansund,2015,204,15
K-1505 Kristiansund,M,29 years,29,1505,Kristiansund,2015,172,15
K-1505 Kristiansund,M,30 years,30,1505,Kristiansund,2015,192,15
K-1505 Kristiansund,M,31 years,31,1505,Kristiansund,2015,163,15
K-1505 Kristiansund,M,32 years,32,1505,Kristiansund,2015,169,15
K-1505 Kristiansund,M,33 years,33,1505,Kristiansund,2015,174,15
K-1505 Kristiansund,M,34 years,34,1505,Kristiansund,2015,171,15
K-1505 Kristiansund,M,35 years,35,1505,Kristiansund,2015,147,15
K-1505 Kristiansund,M,36 years,36,1505,Kristiansund,2015,163,15
K-1505 Kristiansund,M,37 years,37,1505,Kristiansund,2015,165,15
K-1505 Kristiansund,M,38 years,38,1505,Kristiansund,2015,164,15
K-1505 Kristiansund,M,39 years,39,1505,Kristiansund,2015,141,15
K-1505 Kristiansund,M,40 years,40,1505,Kristiansund,2015,175,15
K-1505 Kristiansund,M,41 years,41,1505,Kristiansund,2015,191,15
K-1505 Kristiansund,M,42 years,42,1505,Kristiansund,2015,193,15
K-1505 Kristiansund,M,43 years,43,1505,Kristiansund,2015,185,15
K-1505 Kristiansund,M,44 years,44,1505,Kristiansund,2015,168,15
K-1505 Kristiansund,M,45 years,45,1505,Kristiansund,2015,191,15
K-1505 Kristiansund,M,46 years,46,1505,Kristiansund,2015,208,15
K-1505 Kristiansund,M,47 years,47,1505,Kristiansund,2015,191,15
K-1505 Kristiansund,M,48 years,48,1505,Kristiansund,2015,182,15
K-1505 Kristiansund,M,49 years,49,1505,Kristiansund,2015,150,15
K-1505 Kristiansund,M,50 years,50,1505,Kristiansund,2015,160,15
K-1505 Kristiansund,M,51 years,51,1505,Kristiansund,2015,143,15
K-1505 Kristiansund,M,52 years,52,1505,Kristiansund,2015,145,15
K-1505 Kristiansund,M,53 years,53,1505,Kristiansund,2015,154,15
K-1505 Kristiansund,M,54 years,54,1505,Kristiansund,2015,154,15
K-1505 Kristiansund,M,55 years,55,1505,Kristiansund,2015,147,15
K-1505 Kristiansund,M,56 years,56,1505,Kristiansund,2015,154,15
K-1505 Kristiansund,M,57 years,57,1505,Kristiansund,2015,174,15
K-1505 Kristiansund,M,58 years,58,1505,Kristiansund,2015,175,15
K-1505 Kristiansund,M,59 years,59,1505,Kristiansund,2015,158,15
K-1505 Kristiansund,M,60 years,60,1505,Kristiansund,2015,167,15
K-1505 Kristiansund,M,61 years,61,1505,Kristiansund,2015,148,15
K-1505 Kristiansund,M,62 years,62,1505,Kristiansund,2015,164,15
K-1505 Kristiansund,M,63 years,63,1505,Kristiansund,2015,153,15
K-1505 Kristiansund,M,64 years,64,1505,Kristiansund,2015,165,15
K-1505 Kristiansund,M,65 years,65,1505,Kristiansund,2015,171,15
K-1505 Kristiansund,M,66 years,66,1505,Kristiansund,2015,174,15
K-1505 Kristiansund,M,67 years,67,1505,Kristiansund,2015,133,15
K-1505 Kristiansund,M,68 years,68,1505,Kristiansund,2015,159,15
K-1505 Kristiansund,M,69 years,69,1505,Kristiansund,2015,115,15
K-1505 Kristiansund,M,70 years,70,1505,Kristiansund,2015,117,15
K-1505 Kristiansund,M,71 years,71,1505,Kristiansund,2015,113,15
K-1505 Kristiansund,M,72 years,72,1505,Kristiansund,2015,109,15
K-1505 Kristiansund,M,73 years,73,1505,Kristiansund,2015,95,15
K-1505 Kristiansund,M,74 years,74,1505,Kristiansund,2015,85,15
K-1505 Kristiansund,M,75 years,75,1505,Kristiansund,2015,93,15
K-1505 Kristiansund,M,76 years,76,1505,Kristiansund,2015,57,15
K-1505 Kristiansund,M,77 years,77,1505,Kristiansund,2015,54,15
K-1505 Kristiansund,M,78 years,78,1505,Kristiansund,2015,47,15
K-1505 Kristiansund,M,79 years,79,1505,Kristiansund,2015,59,15
K-1505 Kristiansund,M,80 years,80,1505,Kristiansund,2015,47,15
K-1505 Kristiansund,M,81 years,81,1505,Kristiansund,2015,36,15
K-1505 Kristiansund,M,82 years,82,1505,Kristiansund,2015,49,15
K-1505 Kristiansund,M,83 years,83,1505,Kristiansund,2015,36,15
K-1505 Kristiansund,M,84 years,84,1505,Kristiansund,2015,35,15
K-1505 Kristiansund,M,85 years,85,1505,Kristiansund,2015,30,15
K-1505 Kristiansund,M,86 years,86,1505,Kristiansund,2015,27,15
K-1505 Kristiansund,M,87 years,87,1505,Kristiansund,2015,21,15
K-1505 Kristiansund,M,88 years,88,1505,Kristiansund,2015,16,15
K-1505 Kristiansund,M,89 years,89,1505,Kristiansund,2015,20,15
K-1505 Kristiansund,M,90 years,90,1505,Kristiansund,2015,13,15
K-1505 Kristiansund,M,91 years,91,1505,Kristiansund,2015,8,15
K-1505 Kristiansund,M,92 years,92,1505,Kristiansund,2015,6,15
K-1505 Kristiansund,M,93 years,93,1505,Kristiansund,2015,4,15
K-1505 Kristiansund,M,94 years,94,1505,Kristiansund,2015,2,15
K-1505 Kristiansund,M,95 years,95,1505,Kristiansund,2015,1,15
K-1505 Kristiansund,M,96 years,96,1505,Kristiansund,2015,1,15
K-1505 Kristiansund,M,97 years,97,1505,Kristiansund,2015,0,15
K-1505 Kristiansund,M,98 years,98,1505,Kristiansund,2015,0,15
K-1505 Kristiansund,M,99 years,99,1505,Kristiansund,2015,0,15
K-1505 Kristiansund,M,100 years,100,1505,Kristiansund,2015,1,15
K-1505 Kristiansund,M,101 years,101,1505,Kristiansund,2015,0,15
K-1505 Kristiansund,M,102 years,102,1505,Kristiansund,2015,0,15
K-1505 Kristiansund,M,103 years,103,1505,Kristiansund,2015,0,15
K-1505 Kristiansund,M,104 years,104,1505,Kristiansund,2015,0,15
K-1505 Kristiansund,M,105 years or older,105,1505,Kristiansund,2015,0,15
K-1506 Molde,F,0 years,0,1506,Molde,2015,163,15
K-1506 Molde,F,1 year,1,1506,Molde,2015,179,15
K-1506 Molde,F,2 years,2,1506,Molde,2015,170,15
K-1506 Molde,F,3 years,3,1506,Molde,2015,173,15
K-1506 Molde,F,4 years,4,1506,Molde,2015,166,15
K-1506 Molde,F,5 years,5,1506,Molde,2015,191,15
K-1506 Molde,F,6 years,6,1506,Molde,2015,161,15
K-1506 Molde,F,7 years,7,1506,Molde,2015,172,15
K-1506 Molde,F,8 years,8,1506,Molde,2015,166,15
K-1506 Molde,F,9 years,9,1506,Molde,2015,166,15
K-1506 Molde,F,10 years,10,1506,Molde,2015,200,15
K-1506 Molde,F,11 years,11,1506,Molde,2015,193,15
K-1506 Molde,F,12 years,12,1506,Molde,2015,176,15
K-1506 Molde,F,13 years,13,1506,Molde,2015,183,15
K-1506 Molde,F,14 years,14,1506,Molde,2015,186,15
K-1506 Molde,F,15 years,15,1506,Molde,2015,186,15
K-1506 Molde,F,16 years,16,1506,Molde,2015,193,15
K-1506 Molde,F,17 years,17,1506,Molde,2015,215,15
K-1506 Molde,F,18 years,18,1506,Molde,2015,218,15
K-1506 Molde,F,19 years,19,1506,Molde,2015,210,15
K-1506 Molde,F,20 years,20,1506,Molde,2015,238,15
K-1506 Molde,F,21 years,21,1506,Molde,2015,185,15
K-1506 Molde,F,22 years,22,1506,Molde,2015,208,15
K-1506 Molde,F,23 years,23,1506,Molde,2015,196,15
K-1506 Molde,F,24 years,24,1506,Molde,2015,200,15
K-1506 Molde,F,25 years,25,1506,Molde,2015,202,15
K-1506 Molde,F,26 years,26,1506,Molde,2015,176,15
K-1506 Molde,F,27 years,27,1506,Molde,2015,183,15
K-1506 Molde,F,28 years,28,1506,Molde,2015,182,15
K-1506 Molde,F,29 years,29,1506,Molde,2015,204,15
K-1506 Molde,F,30 years,30,1506,Molde,2015,184,15
K-1506 Molde,F,31 years,31,1506,Molde,2015,198,15
K-1506 Molde,F,32 years,32,1506,Molde,2015,166,15
K-1506 Molde,F,33 years,33,1506,Molde,2015,201,15
K-1506 Molde,F,34 years,34,1506,Molde,2015,189,15
K-1506 Molde,F,35 years,35,1506,Molde,2015,204,15
K-1506 Molde,F,36 years,36,1506,Molde,2015,177,15
K-1506 Molde,F,37 years,37,1506,Molde,2015,161,15
K-1506 Molde,F,38 years,38,1506,Molde,2015,162,15
K-1506 Molde,F,39 years,39,1506,Molde,2015,152,15
K-1506 Molde,F,40 years,40,1506,Molde,2015,164,15
K-1506 Molde,F,41 years,41,1506,Molde,2015,183,15
K-1506 Molde,F,42 years,42,1506,Molde,2015,205,15
K-1506 Molde,F,43 years,43,1506,Molde,2015,223,15
K-1506 Molde,F,44 years,44,1506,Molde,2015,203,15
K-1506 Molde,F,45 years,45,1506,Molde,2015,213,15
K-1506 Molde,F,46 years,46,1506,Molde,2015,243,15
K-1506 Molde,F,47 years,47,1506,Molde,2015,203,15
K-1506 Molde,F,48 years,48,1506,Molde,2015,222,15
K-1506 Molde,F,49 years,49,1506,Molde,2015,222,15
K-1506 Molde,F,50 years,50,1506,Molde,2015,208,15
K-1506 Molde,F,51 years,51,1506,Molde,2015,201,15
K-1506 Molde,F,52 years,52,1506,Molde,2015,193,15
K-1506 Molde,F,53 years,53,1506,Molde,2015,193,15
K-1506 Molde,F,54 years,54,1506,Molde,2015,212,15
K-1506 Molde,F,55 years,55,1506,Molde,2015,214,15
K-1506 Molde,F,56 years,56,1506,Molde,2015,204,15
K-1506 Molde,F,57 years,57,1506,Molde,2015,208,15
K-1506 Molde,F,58 years,58,1506,Molde,2015,234,15
K-1506 Molde,F,59 years,59,1506,Molde,2015,214,15
K-1506 Molde,F,60 years,60,1506,Molde,2015,182,15
K-1506 Molde,F,61 years,61,1506,Molde,2015,181,15
K-1506 Molde,F,62 years,62,1506,Molde,2015,168,15
K-1506 Molde,F,63 years,63,1506,Molde,2015,193,15
K-1506 Molde,F,64 years,64,1506,Molde,2015,196,15
K-1506 Molde,F,65 years,65,1506,Molde,2015,195,15
K-1506 Molde,F,66 years,66,1506,Molde,2015,209,15
K-1506 Molde,F,67 years,67,1506,Molde,2015,202,15
K-1506 Molde,F,68 years,68,1506,Molde,2015,181,15
K-1506 Molde,F,69 years,69,1506,Molde,2015,172,15
K-1506 Molde,F,70 years,70,1506,Molde,2015,169,15
K-1506 Molde,F,71 years,71,1506,Molde,2015,130,15
K-1506 Molde,F,72 years,72,1506,Molde,2015,124,15
K-1506 Molde,F,73 years,73,1506,Molde,2015,127,15
K-1506 Molde,F,74 years,74,1506,Molde,2015,106,15
K-1506 Molde,F,75 years,75,1506,Molde,2015,122,15
K-1506 Molde,F,76 years,76,1506,Molde,2015,88,15
K-1506 Molde,F,77 years,77,1506,Molde,2015,101,15
K-1506 Molde,F,78 years,78,1506,Molde,2015,97,15
K-1506 Molde,F,79 years,79,1506,Molde,2015,87,15
K-1506 Molde,F,80 years,80,1506,Molde,2015,99,15
K-1506 Molde,F,81 years,81,1506,Molde,2015,79,15
K-1506 Molde,F,82 years,82,1506,Molde,2015,90,15
K-1506 Molde,F,83 years,83,1506,Molde,2015,75,15
K-1506 Molde,F,84 years,84,1506,Molde,2015,95,15
K-1506 Molde,F,85 years,85,1506,Molde,2015,74,15
K-1506 Molde,F,86 years,86,1506,Molde,2015,83,15
K-1506 Molde,F,87 years,87,1506,Molde,2015,74,15
K-1506 Molde,F,88 years,88,1506,Molde,2015,57,15
K-1506 Molde,F,89 years,89,1506,Molde,2015,64,15
K-1506 Molde,F,90 years,90,1506,Molde,2015,36,15
K-1506 Molde,F,91 years,91,1506,Molde,2015,43,15
K-1506 Molde,F,92 years,92,1506,Molde,2015,41,15
K-1506 Molde,F,93 years,93,1506,Molde,2015,30,15
K-1506 Molde,F,94 years,94,1506,Molde,2015,23,15
K-1506 Molde,F,95 years,95,1506,Molde,2015,19,15
K-1506 Molde,F,96 years,96,1506,Molde,2015,8,15
K-1506 Molde,F,97 years,97,1506,Molde,2015,7,15
K-1506 Molde,F,98 years,98,1506,Molde,2015,7,15
K-1506 Molde,F,99 years,99,1506,Molde,2015,2,15
K-1506 Molde,F,100 years,100,1506,Molde,2015,1,15
K-1506 Molde,F,101 years,101,1506,Molde,2015,1,15
K-1506 Molde,F,102 years,102,1506,Molde,2015,1,15
K-1506 Molde,F,103 years,103,1506,Molde,2015,1,15
K-1506 Molde,F,104 years,104,1506,Molde,2015,1,15
K-1506 Molde,F,105 years or older,105,1506,Molde,2015,0,15
K-1506 Molde,M,0 years,0,1506,Molde,2015,176,15
K-1506 Molde,M,1 year,1,1506,Molde,2015,170,15
K-1506 Molde,M,2 years,2,1506,Molde,2015,165,15
K-1506 Molde,M,3 years,3,1506,Molde,2015,196,15
K-1506 Molde,M,4 years,4,1506,Molde,2015,188,15
K-1506 Molde,M,5 years,5,1506,Molde,2015,206,15
K-1506 Molde,M,6 years,6,1506,Molde,2015,178,15
K-1506 Molde,M,7 years,7,1506,Molde,2015,181,15
K-1506 Molde,M,8 years,8,1506,Molde,2015,161,15
K-1506 Molde,M,9 years,9,1506,Molde,2015,171,15
K-1506 Molde,M,10 years,10,1506,Molde,2015,219,15
K-1506 Molde,M,11 years,11,1506,Molde,2015,188,15
K-1506 Molde,M,12 years,12,1506,Molde,2015,158,15
K-1506 Molde,M,13 years,13,1506,Molde,2015,210,15
K-1506 Molde,M,14 years,14,1506,Molde,2015,208,15
K-1506 Molde,M,15 years,15,1506,Molde,2015,200,15
K-1506 Molde,M,16 years,16,1506,Molde,2015,201,15
K-1506 Molde,M,17 years,17,1506,Molde,2015,202,15
K-1506 Molde,M,18 years,18,1506,Molde,2015,241,15
K-1506 Molde,M,19 years,19,1506,Molde,2015,226,15
K-1506 Molde,M,20 years,20,1506,Molde,2015,238,15
K-1506 Molde,M,21 years,21,1506,Molde,2015,224,15
K-1506 Molde,M,22 years,22,1506,Molde,2015,217,15
K-1506 Molde,M,23 years,23,1506,Molde,2015,225,15
K-1506 Molde,M,24 years,24,1506,Molde,2015,198,15
K-1506 Molde,M,25 years,25,1506,Molde,2015,231,15
K-1506 Molde,M,26 years,26,1506,Molde,2015,215,15
K-1506 Molde,M,27 years,27,1506,Molde,2015,196,15
K-1506 Molde,M,28 years,28,1506,Molde,2015,198,15
K-1506 Molde,M,29 years,29,1506,Molde,2015,207,15
K-1506 Molde,M,30 years,30,1506,Molde,2015,210,15
K-1506 Molde,M,31 years,31,1506,Molde,2015,214,15
K-1506 Molde,M,32 years,32,1506,Molde,2015,224,15
K-1506 Molde,M,33 years,33,1506,Molde,2015,179,15
K-1506 Molde,M,34 years,34,1506,Molde,2015,209,15
K-1506 Molde,M,35 years,35,1506,Molde,2015,191,15
K-1506 Molde,M,36 years,36,1506,Molde,2015,175,15
K-1506 Molde,M,37 years,37,1506,Molde,2015,190,15
K-1506 Molde,M,38 years,38,1506,Molde,2015,200,15
K-1506 Molde,M,39 years,39,1506,Molde,2015,175,15
K-1506 Molde,M,40 years,40,1506,Molde,2015,204,15
K-1506 Molde,M,41 years,41,1506,Molde,2015,220,15
K-1506 Molde,M,42 years,42,1506,Molde,2015,206,15
K-1506 Molde,M,43 years,43,1506,Molde,2015,207,15
K-1506 Molde,M,44 years,44,1506,Molde,2015,218,15
K-1506 Molde,M,45 years,45,1506,Molde,2015,221,15
K-1506 Molde,M,46 years,46,1506,Molde,2015,208,15
K-1506 Molde,M,47 years,47,1506,Molde,2015,208,15
K-1506 Molde,M,48 years,48,1506,Molde,2015,217,15
K-1506 Molde,M,49 years,49,1506,Molde,2015,210,15
K-1506 Molde,M,50 years,50,1506,Molde,2015,221,15
K-1506 Molde,M,51 years,51,1506,Molde,2015,225,15
K-1506 Molde,M,52 years,52,1506,Molde,2015,227,15
K-1506 Molde,M,53 years,53,1506,Molde,2015,205,15
K-1506 Molde,M,54 years,54,1506,Molde,2015,204,15
K-1506 Molde,M,55 years,55,1506,Molde,2015,225,15
K-1506 Molde,M,56 years,56,1506,Molde,2015,210,15
K-1506 Molde,M,57 years,57,1506,Molde,2015,207,15
K-1506 Molde,M,58 years,58,1506,Molde,2015,189,15
K-1506 Molde,M,59 years,59,1506,Molde,2015,221,15
K-1506 Molde,M,60 years,60,1506,Molde,2015,199,15
K-1506 Molde,M,61 years,61,1506,Molde,2015,219,15
K-1506 Molde,M,62 years,62,1506,Molde,2015,209,15
K-1506 Molde,M,63 years,63,1506,Molde,2015,194,15
K-1506 Molde,M,64 years,64,1506,Molde,2015,180,15
K-1506 Molde,M,65 years,65,1506,Molde,2015,183,15
K-1506 Molde,M,66 years,66,1506,Molde,2015,212,15
K-1506 Molde,M,67 years,67,1506,Molde,2015,178,15
K-1506 Molde,M,68 years,68,1506,Molde,2015,197,15
K-1506 Molde,M,69 years,69,1506,Molde,2015,179,15
K-1506 Molde,M,70 years,70,1506,Molde,2015,140,15
K-1506 Molde,M,71 years,71,1506,Molde,2015,138,15
K-1506 Molde,M,72 years,72,1506,Molde,2015,128,15
K-1506 Molde,M,73 years,73,1506,Molde,2015,90,15
K-1506 Molde,M,74 years,74,1506,Molde,2015,106,15
K-1506 Molde,M,75 years,75,1506,Molde,2015,120,15
K-1506 Molde,M,76 years,76,1506,Molde,2015,88,15
K-1506 Molde,M,77 years,77,1506,Molde,2015,76,15
K-1506 Molde,M,78 years,78,1506,Molde,2015,66,15
K-1506 Molde,M,79 years,79,1506,Molde,2015,85,15
K-1506 Molde,M,80 years,80,1506,Molde,2015,84,15
K-1506 Molde,M,81 years,81,1506,Molde,2015,48,15
K-1506 Molde,M,82 years,82,1506,Molde,2015,73,15
K-1506 Molde,M,83 years,83,1506,Molde,2015,65,15
K-1506 Molde,M,84 years,84,1506,Molde,2015,53,15
K-1506 Molde,M,85 years,85,1506,Molde,2015,46,15
K-1506 Molde,M,86 years,86,1506,Molde,2015,42,15
K-1506 Molde,M,87 years,87,1506,Molde,2015,37,15
K-1506 Molde,M,88 years,88,1506,Molde,2015,33,15
K-1506 Molde,M,89 years,89,1506,Molde,2015,28,15
K-1506 Molde,M,90 years,90,1506,Molde,2015,14,15
